"","X","pubbel1","pribel1","pribel2","pribel3","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","country","sex","age","educ","wrkstat","ethnic","denom","marital"
"74704",74704,3,1,1,-1,2,1,7,3,2,2,2,4,4,840,2,42,9,1,840010,96,3
"74705",74705,1,1,1,1,2,1,1,1,1,1,1,3,10,840,1,64,9,7,840010,80,1
"74706",74706,1,1,1,1,2,1,2,1,3,1,1,1,10,840,2,59,3,4,840010,80,5
"74707",74707,3,1,1,1,2,1,7,2,1,3,2,3,5,840,2,56,9,4,840010,80,1
"74708",74708,1,1,1,1,2,1,2,1,1,1,1,1,9,840,1,40,9,1,840010,80,1
"74709",74709,3,1,2,2,2,3,5,3,3,2,1,3,2,840,1,48,9,7,840010,96,6
"74710",74710,1,1,1,1,2,1,1,1,2,1,1,1,10,840,2,47,5,1,840010,7,1
"74711",74711,1,1,1,1,2,1,2,2,1,2,1,1,10,840,2,30,5,1,840004,96,3
"74712",74712,1,1,1,1,1,1,2,1,2,1,1,2,10,840,2,26,9,1,840010,80,3
"74713",74713,3,2,1,2,2,7,4,2,1,1,2,3,1,840,1,21,8,6,840008,96,6
"74714",74714,2,1,1,1,2,1,5,2,1,1,1,1,10,840,2,58,8,1,840010,80,3
"74715",74715,2,1,1,1,2,1,3,1,2,2,1,2,10,840,1,64,4,3,840010,80,1
"74716",74716,1,1,1,1,1,7,2,3,1,3,2,1,10,840,1,40,5,2,840011,2,4
"74717",74717,1,1,1,1,2,1,1,1,1,3,1,1,10,840,1,75,6,4,840011,80,5
"74718",74718,3,-1,-1,-1,2,2,5,3,2,2,3,2,1,840,1,64,8,4,840011,96,3
"74719",74719,1,1,1,1,1,1,2,1,2,1,1,1,10,840,2,47,9,1,840011,2,1
"74720",74720,1,1,1,1,1,1,3,3,2,2,1,1,8,840,2,23,9,1,840011,2,6
"74721",74721,1,1,1,1,2,1,1,1,3,1,1,1,10,840,2,43,8,1,840011,1,1
"74722",74722,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,68,8,1,840010,99,5
"74723",74723,1,1,1,1,2,2,6,1,2,2,1,1,9,840,2,32,8,1,840010,80,2
"74724",74724,3,1,2,2,2,3,4,3,1,3,1,1,3,840,2,20,4,6,840004,1,6
"74725",74725,1,1,1,1,2,1,1,1,2,1,1,1,10,840,2,40,9,1,840011,2,3
"74726",74726,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,32,8,2,840011,2,1
"74727",74727,1,1,1,1,-1,1,3,1,1,2,1,1,10,840,2,73,3,5,840011,2,1
"74728",74728,1,1,1,1,1,1,2,1,2,2,-1,1,9,840,2,39,9,2,840011,2,5
"74729",74729,2,1,1,1,2,3,2,1,1,3,1,2,8,840,2,22,9,1,840010,2,2
"74730",74730,2,1,1,1,1,1,4,2,2,4,1,2,9,840,2,40,8,1,840010,2,6
"74731",74731,2,1,1,1,1,6,4,2,2,4,1,2,6,840,1,22,8,2,840010,2,6
"74732",74732,1,1,1,1,2,2,2,1,1,1,1,1,10,840,1,86,9,1,840010,2,1
"74733",74733,1,1,1,1,2,10,1,1,2,2,1,1,10,840,1,39,9,3,840010,1,1
"74734",74734,3,1,1,-1,2,5,5,2,1,2,1,2,10,840,2,35,9,1,840010,2,6
"74735",74735,1,1,1,2,2,1,7,3,2,1,1,3,10,840,1,80,3,-2,840008,96,1
"74736",74736,1,-1,1,2,2,1,7,3,2,2,1,4,1,840,2,94,3,4,840010,96,5
"74737",74737,4,1,1,1,2,1,7,3,3,3,1,2,7,840,1,79,7,4,840010,96,1
"74738",74738,1,1,1,2,2,1,7,3,2,1,1,3,5,840,1,71,6,4,840010,2,1
"74739",74739,1,1,1,1,2,1,1,1,2,1,1,1,10,840,2,79,2,5,840010,80,5
"74740",74740,2,2,-1,1,1,1,7,3,2,1,1,-1,3,840,2,85,3,4,840010,96,5
"74741",74741,2,1,1,1,2,1,7,3,2,2,1,1,10,840,2,23,6,1,840010,96,2
"74742",74742,1,1,1,1,2,1,2,1,1,1,-1,1,8,840,2,-1,4,2,840010,2,1
"74743",74743,1,1,2,1,2,1,2,1,2,2,1,1,10,840,1,81,4,4,840010,1,5
"74744",74744,1,1,1,1,2,1,4,2,2,2,1,2,9,840,1,40,8,1,840010,1,6
"74745",74745,1,1,1,1,2,1,5,2,1,2,1,1,10,840,1,25,5,1,840010,2,1
"74746",74746,1,1,1,1,2,1,2,1,1,2,1,1,10,840,1,56,7,-2,840010,2,1
"74747",74747,3,1,1,1,2,10,3,2,1,2,1,1,10,840,1,40,6,1,840010,2,1
"74748",74748,2,1,1,1,2,1,7,3,2,1,1,2,10,840,1,49,2,7,840010,2,2
"74749",74749,1,1,1,1,1,1,7,3,1,1,1,2,10,840,2,30,3,1,840010,2,3
"74750",74750,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,87,8,4,840010,2,5
"74751",74751,2,1,1,1,2,6,4,2,3,2,1,2,6,840,1,60,9,2,840010,2,3
"74752",74752,1,1,1,1,2,1,2,1,1,-1,1,1,9,840,2,71,5,4,840010,2,1
"74753",74753,2,1,1,1,2,1,1,1,2,2,1,1,10,840,2,72,9,4,840010,2,1
"74754",74754,2,1,1,1,2,1,7,2,3,2,1,2,10,840,2,72,9,4,840010,2,6
"74755",74755,3,1,1,1,2,1,2,1,1,1,1,2,5,840,1,69,7,4,840010,2,1
"74756",74756,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,55,7,5,840010,2,1
"74757",74757,3,1,1,1,1,4,5,3,1,1,1,1,8,840,2,65,6,4,840010,96,3
"74758",74758,1,1,1,2,2,1,4,1,1,1,2,2,8,840,1,65,8,3,840004,4,1
"74759",74759,2,1,1,1,2,4,2,2,1,1,1,2,10,840,1,37,6,3,840010,3,1
"74760",74760,3,2,2,2,1,2,7,3,2,2,3,4,1,840,1,66,9,4,840010,96,3
"74761",74761,3,1,1,1,2,1,7,3,1,3,1,1,10,840,2,70,6,4,840010,96,5
"74762",74762,2,1,1,1,2,6,3,2,1,3,1,2,7,840,1,65,7,4,840010,2,1
"74763",74763,3,1,1,1,2,1,7,2,3,1,1,2,6,840,2,55,8,3,840010,2,1
"74764",74764,2,1,1,1,2,1,7,2,1,-1,1,3,6,840,1,73,7,4,840010,2,1
"74765",74765,1,1,1,1,2,8,6,2,1,1,2,2,10,840,2,36,2,2,840011,96,4
"74766",74766,-1,1,1,-1,2,8,6,2,1,1,2,1,7,840,1,19,3,7,840011,96,6
"74767",74767,3,1,1,2,2,1,7,3,2,1,1,4,10,840,2,58,9,1,840010,96,1
"74768",74768,3,1,1,2,2,3,4,3,2,3,1,1,10,840,1,30,9,3,840010,96,6
"74769",74769,2,1,1,1,2,1,2,2,3,1,1,1,9,840,1,40,9,1,840010,1,6
"74770",74770,2,1,1,1,2,1,2,2,1,4,2,3,5,840,1,61,5,5,840010,1,1
"74771",74771,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,25,5,1,840011,2,6
"74772",74772,2,1,1,1,2,7,4,2,1,1,2,3,10,840,2,60,3,4,840011,96,6
"74773",74773,1,1,1,1,2,1,2,1,1,2,1,1,10,840,1,43,1,1,840011,2,6
"74774",74774,1,1,1,1,2,9,1,1,1,1,1,1,10,840,1,47,3,1,840011,2,4
"74775",74775,-1,1,1,1,2,1,2,1,2,1,1,1,10,840,2,65,3,4,840010,80,1
"74776",74776,2,1,1,2,2,3,7,2,2,2,1,3,8,840,1,52,9,-2,840010,96,1
"74777",74777,3,1,2,2,2,1,4,2,2,1,2,3,2,840,1,44,9,1,840010,1,1
"74778",74778,1,1,1,1,2,5,7,2,2,1,1,1,10,840,1,87,3,-2,840010,2,5
"74779",74779,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,67,8,2,840010,1,1
"74780",74780,2,1,1,1,2,2,2,1,1,2,1,1,10,840,2,39,8,1,840010,80,1
"74781",74781,1,1,1,1,2,5,7,3,1,1,1,1,9,840,1,36,4,1,840010,2,1
"74782",74782,1,1,1,1,2,1,1,1,1,2,1,1,10,840,2,39,5,1,840010,80,1
"74783",74783,1,1,1,1,2,5,2,1,1,1,1,1,10,840,2,-1,8,1,840010,2,1
"74784",74784,2,1,1,1,2,1,2,1,1,1,1,1,9,840,2,46,9,2,840010,2,1
"74785",74785,1,1,1,1,2,1,2,1,1,3,1,1,10,840,2,26,9,1,840010,1,6
"74786",74786,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,28,5,1,840004,1,1
"74787",74787,1,1,1,1,1,10,6,1,2,1,1,1,10,840,1,44,5,7,840010,2,3
"74788",74788,1,1,1,1,2,1,6,1,1,1,2,2,10,840,1,28,3,1,840004,99,1
"74789",74789,3,1,1,1,2,1,4,3,2,2,1,2,10,840,2,31,8,5,840010,96,1
"74790",74790,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,73,5,8,840010,1,1
"74791",74791,2,1,1,1,2,1,7,3,2,2,2,3,10,840,1,66,2,4,840010,96,1
"74792",74792,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,36,3,3,840010,1,1
"74793",74793,2,1,1,1,2,1,4,3,2,2,1,2,8,840,2,41,9,6,840010,1,6
"74794",74794,1,1,1,1,2,2,3,1,2,1,1,1,9,840,2,30,6,2,840010,2,1
"74795",74795,2,1,1,1,2,1,6,1,2,4,1,2,7,840,2,45,4,5,840010,2,1
"74796",74796,2,1,1,1,2,1,3,1,2,1,1,1,10,840,2,31,5,5,840011,80,6
"74797",74797,2,1,1,1,2,8,1,1,1,1,1,1,10,840,1,36,9,7,840011,2,6
"74798",74798,2,1,1,1,2,2,3,2,2,1,1,1,8,840,2,52,4,3,840011,80,6
"74799",74799,1,1,2,2,2,1,3,1,2,2,1,2,9,840,1,60,5,1,840011,2,3
"74800",74800,3,1,1,1,2,5,3,1,1,1,1,2,10,840,1,60,5,1,840010,1,1
"74801",74801,2,1,1,1,2,1,2,1,1,3,1,1,9,840,2,39,9,1,840010,1,1
"74802",74802,1,1,1,1,1,1,2,1,2,1,1,2,10,840,2,49,7,5,840010,2,1
"74803",74803,2,1,1,1,2,1,2,1,1,4,1,2,10,840,1,74,3,4,840010,1,5
"74804",74804,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,53,7,1,840011,1,1
"74805",74805,1,1,1,1,2,1,2,2,1,1,1,2,10,840,1,32,6,1,840010,2,1
"74806",74806,4,1,1,1,2,1,1,1,1,1,1,1,10,840,1,62,9,1,840010,80,1
"74807",74807,2,1,1,1,2,1,7,2,1,1,1,1,10,840,2,35,5,1,840010,2,2
"74808",74808,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,44,6,7,840010,2,5
"74809",74809,2,1,1,1,2,1,7,2,1,2,1,1,10,840,1,71,5,4,840010,2,1
"74810",74810,3,1,1,1,2,2,6,2,1,1,1,1,10,840,1,41,9,1,840010,2,3
"74811",74811,2,1,1,1,-1,1,6,2,1,3,1,2,5,840,1,43,8,-2,840010,2,3
"74812",74812,2,1,1,1,2,1,2,1,-1,1,1,1,10,840,2,55,4,4,840010,2,1
"74813",74813,1,1,1,1,2,1,2,1,3,1,1,1,10,840,2,68,5,4,840010,2,1
"74814",74814,2,1,1,1,2,1,4,1,2,1,1,1,5,840,2,29,8,1,840010,2,1
"74815",74815,1,1,1,1,2,1,2,1,1,2,1,1,8,840,1,20,9,2,840010,1,6
"74816",74816,1,1,1,1,2,2,2,1,1,1,1,1,10,840,2,60,3,5,840010,1,1
"74817",74817,1,1,1,1,2,2,1,1,1,1,1,1,10,840,2,65,6,5,840010,1,5
"74818",74818,2,1,1,1,2,1,2,1,2,2,1,2,8,840,1,50,7,1,840010,1,3
"74819",74819,1,1,1,1,2,1,2,1,1,2,1,2,10,840,2,54,3,1,840010,1,6
"74820",74820,1,1,1,1,2,1,6,2,2,1,2,1,9,840,1,57,3,-2,840010,1,1
"74821",74821,3,1,1,2,2,1,7,2,1,2,1,3,6,840,2,47,9,5,840010,2,1
"74822",74822,1,1,1,1,2,1,2,1,1,1,1,1,9,840,1,65,9,4,840010,2,1
"74823",74823,3,1,-1,1,2,1,4,3,2,1,2,3,2,840,2,45,7,2,840010,1,1
"74824",74824,1,1,1,-1,2,1,2,1,1,1,1,4,9,840,1,60,9,3,840010,2,5
"74825",74825,2,1,1,1,2,1,-1,1,1,1,1,2,10,840,2,36,3,5,840010,96,1
"74826",74826,2,1,1,1,2,1,2,1,1,1,1,1,9,840,1,72,9,4,840010,2,1
"74827",74827,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,66,9,4,840010,80,1
"74828",74828,1,1,1,1,2,10,4,1,1,2,1,1,9,840,1,78,3,4,840010,2,1
"74829",74829,1,1,1,1,2,3,4,2,1,1,1,1,10,840,1,30,9,1,840004,1,3
"74830",74830,1,1,1,1,2,1,2,2,1,2,1,1,10,840,2,37,3,1,840004,2,4
"74831",74831,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,26,9,1,840008,80,6
"74832",74832,2,1,1,1,2,1,4,3,1,2,2,2,10,840,2,35,9,7,840004,96,1
"74833",74833,1,1,1,1,2,2,4,2,1,2,1,1,10,840,2,24,9,1,840004,1,6
"74834",74834,2,1,1,1,2,1,3,2,1,4,1,2,6,840,2,38,3,7,840004,1,4
"74835",74835,1,1,1,1,2,4,2,2,2,1,2,1,10,840,1,23,8,2,840004,80,6
"74836",74836,1,1,1,1,2,1,2,1,1,2,1,1,10,840,1,54,4,-2,840004,1,1
"74837",74837,1,1,1,1,1,1,3,2,1,1,1,2,10,840,1,21,3,7,840004,1,1
"74838",74838,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,70,4,4,840010,2,5
"74839",74839,3,1,1,1,-1,1,7,2,1,2,1,1,10,840,1,33,3,1,840011,96,6
"74840",74840,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,74,9,4,840010,2,1
"74841",74841,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,85,9,4,840010,2,5
"74842",74842,1,1,1,1,2,1,3,1,1,1,1,1,10,840,1,23,4,1,840010,2,6
"74843",74843,1,1,1,1,1,1,3,1,2,1,2,1,8,840,2,35,2,5,840010,1,4
"74844",74844,3,1,1,1,1,1,1,1,2,4,1,1,10,840,2,43,7,1,840010,1,6
"74845",74845,3,1,1,1,2,9,7,3,2,1,1,1,7,840,1,35,5,1,840010,99,6
"74846",74846,3,-1,-1,-1,1,7,7,3,2,3,2,3,-1,840,1,45,3,1,840010,96,6
"74847",74847,2,1,1,1,2,1,6,2,2,1,1,1,10,840,2,47,5,1,840010,2,6
"74848",74848,3,1,-1,1,2,1,7,3,1,3,1,3,10,840,1,65,3,4,840010,96,1
"74849",74849,2,1,1,2,2,1,7,3,2,3,1,1,5,840,1,46,6,3,840010,96,3
"74850",74850,1,1,1,1,2,1,2,2,1,4,1,2,10,840,1,72,4,4,840010,1,1
"74851",74851,2,1,1,1,2,1,4,2,1,4,1,2,6,840,2,31,5,5,840010,1,1
"74852",74852,1,1,1,1,2,1,2,1,1,4,1,1,10,840,2,79,4,5,-2,1,1
"74853",74853,3,2,2,2,2,4,6,2,2,3,2,3,2,840,1,71,7,2,840010,1,1
"74854",74854,3,1,1,2,2,1,7,3,2,1,1,1,10,840,2,41,9,3,840010,80,2
"74855",74855,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,77,3,4,840010,2,1
"74856",74856,1,1,1,1,2,1,2,2,2,2,1,1,10,840,2,75,5,5,840010,1,5
"74857",74857,2,1,2,2,2,-1,2,1,2,2,2,2,8,840,1,78,6,4,840010,3,1
"74858",74858,2,1,1,1,2,1,3,1,1,2,1,2,9,840,1,69,7,4,840010,1,5
"74859",74859,2,1,1,1,2,1,6,2,1,1,1,1,10,840,2,40,4,2,840010,1,1
"74860",74860,2,1,1,1,2,1,2,1,2,2,1,1,10,840,2,28,9,1,840010,1,1
"74861",74861,3,2,2,2,-1,1,7,3,3,2,2,3,1,840,1,24,8,1,840010,96,6
"74862",74862,2,1,1,1,2,4,3,2,2,1,1,1,8,840,2,34,9,3,840010,1,1
"74863",74863,3,1,1,-1,2,3,3,1,1,2,1,2,7,840,1,29,9,1,840010,2,6
"74864",74864,1,1,1,1,2,1,1,1,2,1,1,1,10,840,2,83,8,4,840010,1,5
"74865",74865,2,1,1,1,2,1,3,2,1,4,1,2,8,840,1,83,4,4,840010,2,1
"74866",74866,2,1,1,1,2,1,1,1,1,4,1,1,8,840,2,81,8,5,840010,1,5
"74867",74867,2,1,1,1,1,1,1,2,1,3,1,1,10,840,2,64,5,2,840010,1,1
"74868",74868,1,1,1,1,2,1,1,1,2,3,1,1,10,840,2,72,6,5,840010,1,5
"74869",74869,2,1,1,1,2,1,3,3,2,3,1,4,6,840,1,39,5,1,840010,2,1
"74870",74870,1,1,1,1,2,1,2,1,1,1,1,1,7,840,2,38,3,5,840010,1,1
"74871",74871,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,33,9,2,840010,80,1
"74872",74872,1,1,2,2,2,1,2,3,1,3,1,1,7,840,2,81,4,4,840010,3,1
"74873",74873,2,1,1,1,2,1,2,1,1,4,1,1,7,840,1,46,8,3,840010,1,1
"74874",74874,2,1,1,1,2,1,2,1,1,4,1,1,6,840,1,59,8,1,840010,1,1
"74875",74875,1,1,1,1,2,1,1,1,1,3,1,1,10,840,2,66,4,5,840010,1,1
