"","X","pubbel1","pribel1","pribel2","pribel3","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","country","sex","age","educ","wrkstat","ethnic","denom","marital"
"73876",73876,2,-1,1,2,2,2,2,1,2,2,-1,2,4,840,2,42,9,2,-2,4,1
"73877",73877,2,1,1,1,2,1,2,2,1,2,1,1,10,840,2,-1,3,5,840010,1,1
"73878",73878,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,56,9,4,840010,1,1
"73879",73879,2,1,1,-1,2,1,3,1,1,1,-1,1,10,840,1,57,3,8,840010,1,1
"73880",73880,1,1,1,2,2,2,3,2,1,1,1,1,9,840,1,53,4,1,840010,1,1
"73881",73881,2,1,1,1,2,2,7,3,2,1,1,3,9,840,2,51,5,1,840010,4,1
"73882",73882,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,52,8,1,840010,80,1
"73883",73883,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,61,9,1,840010,1,1
"73884",73884,1,1,1,1,2,1,2,1,1,2,1,1,10,840,1,38,8,1,840010,2,1
"73885",73885,3,1,1,1,2,1,1,1,1,1,1,1,10,840,1,66,9,4,840010,80,1
"73886",73886,1,1,1,1,2,1,2,3,1,2,1,1,10,840,2,60,4,1,840004,1,5
"73887",73887,1,1,1,1,2,1,3,1,2,2,1,1,10,840,2,21,8,5,840004,96,1
"73888",73888,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,46,8,1,840010,1,6
"73889",73889,2,1,1,1,2,1,2,1,1,2,1,2,10,840,1,36,8,1,840010,1,1
"73890",73890,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,29,8,2,-2,2,1
"73891",73891,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,38,4,1,840010,2,1
"73892",73892,1,1,1,1,-1,1,1,1,1,3,1,1,10,840,1,32,8,1,840010,2,3
"73893",73893,1,1,1,1,2,1,2,1,1,3,1,1,10,840,1,65,5,4,840010,2,1
"73894",73894,2,1,1,1,2,1,2,2,2,1,1,2,9,840,2,38,4,5,840010,2,1
"73895",73895,1,1,1,1,1,1,2,2,1,1,1,2,10,840,1,66,6,4,840010,2,1
"73896",73896,1,1,1,1,2,1,3,1,1,2,1,3,7,840,1,30,8,1,840010,2,1
"73897",73897,1,1,1,-1,2,1,3,1,1,2,-1,2,3,840,2,38,9,1,840010,2,1
"73898",73898,2,1,1,1,2,1,2,1,2,2,1,1,9,840,2,22,9,6,840010,2,6
"73899",73899,2,1,1,1,2,1,3,3,2,2,1,1,8,840,2,73,3,5,840010,1,5
"73900",73900,1,1,1,1,2,1,2,1,2,2,1,1,10,840,1,70,7,4,840010,2,1
"73901",73901,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,68,9,-2,840010,80,1
"73902",73902,2,1,1,1,2,8,2,1,2,1,1,1,10,840,2,46,9,1,840010,80,1
"73903",73903,4,1,1,2,2,1,7,3,-1,1,1,4,10,840,2,52,9,7,840010,96,1
"73904",73904,1,1,1,1,2,1,1,1,1,1,1,1,9,840,2,61,9,2,840010,1,1
"73905",73905,2,1,1,1,2,3,5,1,2,2,2,3,1,840,1,20,5,1,840004,1,4
"73906",73906,1,1,1,1,2,1,1,3,1,3,2,1,10,840,1,35,5,8,840004,1,4
"73907",73907,1,1,1,1,2,1,3,3,1,3,1,1,10,840,1,30,8,1,840004,1,1
"73908",73908,2,1,1,1,2,1,6,3,2,1,1,1,10,840,2,21,6,1,840004,1,6
"73909",73909,3,1,1,2,2,1,2,1,2,2,1,3,7,840,1,31,5,1,840010,2,1
"73910",73910,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,70,9,4,840010,80,1
"73911",73911,3,1,1,1,2,4,7,3,-1,1,1,2,10,840,2,46,9,1,840010,96,3
"73912",73912,1,1,1,1,2,1,3,1,1,2,1,1,10,840,2,84,4,4,840010,2,5
"73913",73913,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,56,9,1,840010,2,1
"73914",73914,1,1,1,1,2,1,1,1,2,2,1,1,10,840,2,72,4,4,840010,2,5
"73915",73915,2,1,1,1,2,1,4,3,1,1,1,2,10,840,1,25,5,1,840010,96,1
"73916",73916,2,1,-1,1,2,1,1,2,2,2,1,2,10,840,2,50,4,1,840011,2,1
"73917",73917,2,1,2,1,2,1,4,2,1,2,-1,3,7,840,1,26,4,1,840010,96,1
"73918",73918,2,1,1,1,2,1,2,1,2,2,1,1,10,840,2,85,5,4,840010,2,5
"73919",73919,2,1,1,1,1,1,2,1,2,1,1,2,10,840,1,44,6,1,840011,96,3
"73920",73920,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,71,5,5,840010,2,1
"73921",73921,1,1,1,1,2,1,4,3,2,1,1,1,10,840,2,63,4,-2,840010,96,1
"73922",73922,1,1,1,1,2,3,6,3,2,1,1,1,10,840,2,30,7,1,840010,2,1
"73923",73923,3,1,1,2,2,1,5,3,1,1,1,1,5,840,1,66,5,4,840010,96,3
"73924",73924,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,49,4,1,840010,80,3
"73925",73925,3,1,1,1,2,5,6,3,2,1,2,2,5,840,1,29,5,1,840010,96,1
"73926",73926,2,1,1,1,2,1,4,2,1,3,1,1,10,840,1,42,4,1,840010,96,1
"73927",73927,2,1,1,1,1,1,5,3,2,1,1,2,5,840,1,36,5,1,840011,96,2
"73928",73928,1,2,1,1,2,5,3,2,1,1,1,2,10,840,2,29,6,5,840004,1,1
"73929",73929,3,2,2,2,1,1,7,3,3,1,2,3,1,840,2,45,9,2,840010,96,6
"73930",73930,-1,2,2,2,2,7,7,3,2,-1,2,4,1,840,1,71,9,4,840010,96,1
"73931",73931,1,1,1,1,2,1,2,1,2,1,1,1,10,840,1,43,5,2,840010,80,1
"73932",73932,3,1,1,1,2,1,4,3,3,2,1,2,7,840,1,48,9,1,840010,80,1
"73933",73933,2,1,1,1,2,1,4,2,2,1,1,2,8,840,1,29,5,1,840004,1,1
"73934",73934,1,1,1,1,1,1,5,2,1,1,2,1,9,840,1,63,5,4,840010,96,1
"73935",73935,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,33,5,1,840011,80,3
"73936",73936,1,1,1,1,2,1,1,1,2,1,1,1,10,840,2,30,5,1,840011,80,1
"73937",73937,2,1,1,1,2,1,7,2,1,2,1,1,6,840,2,33,5,1,840010,80,1
"73938",73938,3,1,1,1,2,1,6,2,1,4,1,2,10,840,2,22,5,1,840010,80,6
"73939",73939,3,1,1,1,2,3,2,3,1,2,1,3,7,840,1,18,5,2,840010,2,6
"73940",73940,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,39,9,3,840010,80,1
"73941",73941,1,1,1,1,2,1,3,2,1,1,1,2,4,840,1,41,5,7,840010,2,1
"73942",73942,3,2,2,2,2,1,5,3,2,2,2,4,1,840,1,19,5,6,840010,80,6
"73943",73943,3,1,1,1,1,4,6,2,2,1,1,1,10,840,2,34,9,5,840010,80,2
"73944",73944,2,1,1,1,2,1,6,1,2,1,1,2,9,840,2,53,8,1,840010,2,1
"73945",73945,3,1,1,2,2,1,2,1,2,1,1,1,10,840,1,59,9,1,840010,96,3
"73946",73946,2,1,1,1,2,5,7,3,1,2,1,3,7,840,1,64,5,4,840010,2,1
"73947",73947,3,1,1,-1,2,4,4,2,3,3,1,3,3,840,1,42,9,1,840010,2,1
"73948",73948,1,1,1,1,2,1,1,1,3,2,1,1,10,840,2,32,8,1,840010,2,1
"73949",73949,2,1,1,1,2,1,2,1,2,3,1,1,8,840,1,81,6,4,840010,2,1
"73950",73950,1,1,1,1,2,1,1,1,2,1,1,1,10,840,1,77,9,4,840010,80,1
"73951",73951,1,1,1,1,2,1,4,2,2,3,1,1,9,840,2,69,8,1,840010,2,3
"73952",73952,1,1,1,1,2,1,1,1,1,3,1,1,9,840,1,39,9,1,840010,2,1
"73953",73953,1,1,1,1,2,1,1,1,1,3,1,1,10,840,2,68,5,4,840010,80,1
"73954",73954,3,1,1,1,2,1,1,1,1,1,1,1,10,840,1,77,3,4,840010,2,1
"73955",73955,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,40,8,1,840011,2,3
"73956",73956,1,1,1,1,-1,1,2,1,1,1,1,1,10,840,1,71,9,4,840010,1,6
"73957",73957,1,1,1,1,2,1,2,3,2,4,1,1,10,840,2,80,5,5,840010,2,5
"73958",73958,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,39,9,1,840011,2,1
"73959",73959,1,1,1,1,2,1,4,2,1,1,1,1,10,840,2,60,4,4,840010,96,1
"73960",73960,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,26,8,1,840010,2,1
"73961",73961,2,1,1,1,2,1,2,1,1,1,1,1,9,840,1,68,9,4,840010,2,1
"73962",73962,2,1,1,1,2,1,3,1,1,3,1,2,8,840,1,37,8,1,840010,2,1
"73963",73963,3,2,1,2,2,1,7,3,2,3,2,4,1,840,1,43,9,1,840010,96,3
"73964",73964,2,1,1,1,2,1,2,1,1,1,1,2,8,840,2,44,8,2,840010,2,1
"73965",73965,2,1,1,-1,2,1,5,2,2,2,1,1,10,840,1,50,8,3,840010,96,1
"73966",73966,4,1,1,1,2,1,7,3,1,1,1,1,10,840,1,47,6,1,840010,96,1
"73967",73967,3,1,1,1,2,1,4,3,2,2,1,2,8,840,2,47,6,3,840010,1,5
"73968",73968,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,49,5,1,840010,2,1
"73969",73969,1,1,1,1,2,1,1,1,1,2,1,1,10,840,2,38,4,1,840010,2,1
"73970",73970,1,1,1,1,2,1,4,2,2,1,1,2,8,840,1,65,3,4,840010,1,5
"73971",73971,1,1,1,1,2,1,4,1,1,1,1,1,10,840,2,19,6,6,840010,3,6
"73972",73972,3,1,1,1,1,1,6,1,2,2,2,1,7,840,2,32,5,1,840010,1,4
"73973",73973,2,1,1,1,2,1,5,2,1,1,1,1,10,840,2,44,5,1,840010,1,1
"73974",73974,2,1,1,1,2,1,2,3,1,3,2,1,6,840,1,35,7,1,840010,1,1
"73975",73975,4,1,1,2,2,1,4,2,2,2,2,2,7,840,1,30,7,1,840010,1,1
"73976",73976,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,35,6,1,840010,2,1
"73977",73977,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,50,5,1,840010,2,1
"73978",73978,1,1,1,1,2,1,3,1,2,2,1,1,10,840,2,59,5,4,840010,2,1
"73979",73979,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,53,6,1,840010,2,1
"73980",73980,1,1,1,1,2,1,1,1,1,2,1,1,10,840,1,45,6,1,840010,2,1
"73981",73981,1,1,1,1,2,1,1,1,1,2,1,1,10,840,1,30,6,1,840010,2,1
"73982",73982,4,1,1,1,2,6,7,2,2,3,1,4,4,840,1,24,8,1,840010,1,1
"73983",73983,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,30,8,1,840010,2,1
"73984",73984,1,1,1,1,2,1,2,1,-1,3,1,1,10,840,2,86,4,4,840010,2,5
"73985",73985,1,1,1,1,2,1,1,1,1,2,1,1,10,840,1,46,9,1,840010,2,1
"73986",73986,2,1,1,1,-1,2,3,-1,2,4,1,1,7,840,2,34,4,1,840010,2,1
"73987",73987,1,1,1,1,2,1,2,1,3,3,1,1,10,840,1,66,5,4,840010,2,1
"73988",73988,1,1,1,1,2,1,2,2,1,3,1,1,10,840,1,55,5,1,840010,2,1
"73989",73989,1,1,1,1,2,1,6,2,-1,3,1,1,10,840,2,66,5,5,840010,2,1
"73990",73990,2,1,1,1,2,2,3,1,1,1,1,1,10,840,2,48,5,2,840010,1,1
"73991",73991,3,1,1,1,1,2,7,2,2,1,2,3,7,840,1,28,8,1,840010,96,3
"73992",73992,1,1,1,1,2,2,2,2,1,1,1,1,10,840,2,70,3,4,840010,80,5
"73993",73993,2,1,1,1,2,1,4,2,1,1,1,1,10,840,2,27,9,1,840007,6,1
"73994",73994,2,1,1,2,2,3,4,3,2,2,1,1,5,840,1,86,8,4,840010,80,1
"73995",73995,2,1,1,1,2,3,4,3,1,2,1,2,6,840,1,42,6,7,840010,80,3
"73996",73996,2,1,1,1,2,2,6,3,2,3,2,3,5,840,1,26,8,1,840010,2,2
"73997",73997,1,1,2,1,2,1,5,3,2,2,1,4,10,840,1,44,1,1,840011,96,3
"73998",73998,3,1,1,1,2,4,6,3,2,2,2,3,6,840,2,19,6,1,840011,96,6
"73999",73999,1,1,1,1,2,1,1,1,2,2,1,1,10,840,2,69,2,4,840011,2,5
"74000",74000,2,1,1,1,2,1,2,1,2,2,1,1,10,840,2,34,5,1,840011,80,2
"74001",74001,4,1,1,1,2,1,1,1,1,1,1,1,10,840,1,42,8,1,840011,80,4
"74002",74002,1,1,1,1,2,1,4,1,3,2,1,2,8,840,2,31,9,1,840010,2,1
"74003",74003,4,1,1,1,1,1,2,1,1,3,1,2,10,840,1,66,5,4,840010,2,1
"74004",74004,2,1,1,1,2,1,2,1,2,1,1,-1,10,840,1,80,5,3,840010,2,6
"74005",74005,1,1,1,1,2,1,2,1,3,1,1,1,10,840,2,72,3,5,840010,2,1
"74006",74006,2,1,1,1,2,1,2,1,2,1,1,1,10,840,1,18,4,6,840004,1,6
"74007",74007,2,1,1,1,2,1,3,1,1,1,1,1,10,840,2,33,5,6,840004,1,1
"74008",74008,3,1,1,1,2,1,7,3,2,1,1,1,10,840,2,28,9,1,840010,96,6
"74009",74009,1,1,1,1,-1,1,2,1,2,3,1,1,10,840,2,49,9,1,840010,2,3
"74010",74010,2,-1,-1,-1,2,1,6,2,2,1,1,2,-1,840,2,-1,9,4,840010,2,1
"74011",74011,1,1,1,1,2,1,2,2,2,2,1,1,10,840,1,69,5,-2,840010,1,5
"74012",74012,1,1,1,1,2,1,4,3,1,3,1,2,6,840,2,53,5,1,840010,2,5
"74013",74013,1,1,1,1,2,1,2,1,1,3,1,1,10,840,1,37,5,1,840010,1,1
"74014",74014,1,1,1,1,2,1,2,1,1,2,1,1,10,840,1,78,5,4,840010,2,5
"74015",74015,2,1,1,1,1,1,6,1,2,3,1,2,5,840,2,60,5,1,840010,2,3
"74016",74016,3,1,1,1,2,1,4,2,1,2,1,2,6,840,1,34,8,1,840010,1,1
"74017",74017,1,1,1,2,2,1,6,2,2,3,2,2,5,840,2,37,7,7,840010,96,4
"74018",74018,2,1,1,1,2,1,4,2,2,1,1,1,7,840,1,83,8,-2,840010,2,6
"74019",74019,2,1,1,2,2,1,3,1,2,1,1,2,6,840,2,35,4,-2,840010,2,1
"74020",74020,1,1,1,1,2,1,2,1,2,2,1,1,6,840,1,67,9,4,840010,1,1
"74021",74021,1,1,1,1,2,1,1,1,1,2,1,1,10,840,2,67,7,4,840010,80,1
"74022",74022,1,1,1,1,2,1,2,1,2,1,1,1,8,840,2,32,5,5,840010,80,1
"74023",74023,2,1,1,1,1,1,2,1,2,1,1,1,10,840,2,79,5,4,840010,2,5
"74024",74024,1,1,1,1,2,1,5,3,2,1,1,1,10,840,1,53,3,4,840010,96,1
"74025",74025,2,1,2,2,2,1,3,1,2,2,2,2,2,840,1,77,9,4,840010,80,1
"74026",74026,1,1,1,1,2,5,5,2,2,2,1,3,7,840,1,41,8,1,840010,96,1
"74027",74027,1,1,1,1,2,1,2,1,2,1,1,1,10,840,2,70,8,1,840010,1,5
"74028",74028,1,1,1,1,2,1,2,1,2,2,1,1,9,840,2,75,8,4,840010,1,1
"74029",74029,2,1,1,1,2,2,2,1,1,2,1,1,9,840,1,51,9,1,840010,1,1
"74030",74030,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,58,9,1,840010,2,3
"74031",74031,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,38,9,1,840010,1,1
"74032",74032,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,58,8,5,840010,2,1
"74033",74033,1,1,1,1,2,1,7,3,1,1,1,1,10,840,2,21,6,5,840010,96,1
"74034",74034,2,1,1,1,2,1,3,1,1,1,1,1,10,840,1,35,8,1,840010,2,4
"74035",74035,3,1,1,1,2,1,5,3,2,1,1,4,4,840,2,19,8,6,840010,96,6
"74036",74036,2,1,1,1,2,1,2,1,2,1,1,1,10,840,2,56,9,4,840010,2,1
"74037",74037,1,1,1,1,2,1,2,1,2,1,1,1,10,840,1,82,9,4,840010,2,1
"74038",74038,3,1,1,1,2,1,4,2,2,1,1,1,10,840,2,51,9,1,840004,1,1
"74039",74039,2,1,1,1,2,6,3,2,2,1,1,2,10,840,1,43,8,3,840011,80,1
"74040",74040,1,1,1,1,2,1,1,1,2,1,1,1,10,840,1,49,2,8,840010,80,1
"74041",74041,1,1,1,1,-1,1,3,1,1,1,1,1,10,840,2,74,2,7,840010,2,5
"74042",74042,1,1,1,1,-1,3,2,1,2,2,1,1,8,840,2,60,3,2,840011,80,4
"74043",74043,1,1,1,1,2,2,6,3,1,2,1,1,7,840,1,46,2,7,840010,96,1
"74044",74044,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,28,3,2,840010,2,1
"74045",74045,1,1,1,1,2,1,2,1,1,1,1,2,10,840,1,62,2,3,840010,80,1
"74046",74046,2,1,1,1,2,1,7,3,1,4,1,1,10,840,2,83,2,4,840010,96,5
"74047",74047,2,1,1,1,1,1,1,1,1,3,1,1,10,840,1,55,5,1,840010,2,1
"74048",74048,2,1,1,1,2,3,4,2,1,2,2,3,6,840,1,36,6,1,840010,1,1
"74049",74049,3,1,1,1,1,2,7,2,2,3,1,1,10,840,2,58,4,5,840010,1,1
"74050",74050,1,1,1,1,2,8,6,2,2,2,2,1,5,840,1,39,6,-2,840010,1,6
"74051",74051,1,1,1,1,1,2,4,2,1,1,2,1,10,840,1,21,5,1,840010,1,6
"74052",74052,2,1,1,1,2,4,4,1,2,2,1,1,9,840,2,26,5,1,840010,1,6
"74053",74053,2,1,1,1,2,4,4,2,1,2,1,2,8,840,1,25,5,1,840010,2,6
"74054",74054,1,1,1,1,2,5,1,1,3,1,1,1,10,840,1,77,6,4,840010,1,1
"74055",74055,3,2,2,2,2,1,6,-1,2,1,3,4,1,840,2,22,9,2,840007,96,6
"74056",74056,1,1,1,1,1,3,4,2,2,2,1,2,10,840,2,29,5,1,840010,1,6
"74057",74057,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,64,5,4,840010,1,3
"74058",74058,2,1,-1,-1,2,1,7,1,2,2,2,2,5,840,1,45,5,1,840010,2,1
"74059",74059,3,1,1,1,1,3,2,-1,1,2,1,2,9,840,1,52,4,8,840011,2,6
"74060",74060,1,1,1,1,1,1,2,1,1,1,1,1,10,840,1,72,4,4,840011,2,3
"74061",74061,2,1,1,1,2,1,2,1,1,3,1,1,10,840,1,78,8,4,840010,80,1
"74062",74062,3,1,2,2,2,1,5,1,2,1,1,3,9,840,2,54,9,7,840010,96,3
"74063",74063,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,42,9,5,840010,80,1
"74064",74064,4,2,2,2,2,1,7,3,2,2,2,3,1,840,1,42,5,7,840010,96,1
"74065",74065,2,1,1,2,2,1,7,3,2,3,2,4,1,840,1,35,9,3,840010,96,1
"74066",74066,3,1,-1,2,1,1,7,3,1,2,2,3,4,840,1,50,6,1,840010,96,6
"74067",74067,1,1,1,1,2,1,2,1,1,2,1,2,10,840,1,66,4,4,840010,2,1
"74068",74068,1,1,1,1,2,1,1,1,2,-1,1,1,10,840,2,38,9,-2,840010,1,6
"74069",74069,1,1,1,1,1,1,6,2,2,1,1,1,10,840,2,60,5,-2,840010,2,6
"74070",74070,1,1,1,1,2,5,2,1,1,2,1,1,10,840,1,38,1,1,840010,80,1
"74071",74071,4,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,7,-2,840011,2,3
"74072",74072,2,1,1,1,2,1,7,3,2,2,1,2,7,840,2,66,4,4,840010,96,5
"74073",74073,1,1,1,1,2,2,7,3,2,2,2,4,9,840,2,40,5,5,840010,96,1
"74074",74074,2,1,1,1,2,1,2,3,2,2,1,1,10,840,2,62,7,2,840010,80,5
"74075",74075,3,2,1,1,2,1,7,3,1,2,2,4,5,840,1,58,9,1,840010,96,1
"74076",74076,-1,1,1,1,2,1,7,2,1,2,1,1,10,840,1,34,9,1,840010,80,6
"74077",74077,1,1,1,1,2,1,2,3,2,1,2,3,10,840,1,57,9,7,840010,80,1
"74078",74078,1,1,1,1,2,2,4,1,1,2,1,1,8,840,1,47,9,1,840010,2,3
"74079",74079,2,1,1,1,2,2,3,1,2,2,1,1,7,840,2,56,5,1,840010,2,1
"74080",74080,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,78,9,4,840010,1,6
"74081",74081,1,1,1,1,2,2,1,1,1,3,1,1,10,840,2,39,4,1,840011,80,1
"74082",74082,2,1,1,1,2,1,4,2,3,1,1,2,10,840,2,64,5,5,840010,1,1
"74083",74083,1,1,1,1,2,1,2,1,-1,2,1,1,10,840,1,69,5,4,840010,2,1
"74084",74084,4,1,1,2,2,1,6,3,1,2,2,1,10,840,1,54,8,4,840010,2,1
"74085",74085,2,1,1,1,2,1,2,2,2,2,1,1,10,840,2,49,8,2,840010,1,1
"74086",74086,3,1,1,1,2,1,5,2,2,2,2,3,5,840,1,56,4,1,840010,1,1
"74087",74087,2,1,1,1,2,3,3,1,1,1,1,1,8,840,1,30,9,1,840010,1,1
"74088",74088,2,1,1,1,2,4,2,1,2,2,1,2,8,840,2,35,9,2,840010,96,1
"74089",74089,2,1,1,1,2,3,3,2,1,2,1,1,10,840,1,47,8,1,840010,2,1
"74090",74090,4,1,2,1,2,1,3,1,2,3,1,2,1,840,2,87,9,4,840010,4,5
"74091",74091,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,60,7,1,-2,2,1
"74092",74092,2,1,1,1,2,1,2,1,2,1,1,1,8,840,1,42,5,1,840010,80,1
"74093",74093,1,1,1,1,2,1,1,1,3,1,1,1,10,840,2,67,6,3,840011,80,1
"74094",74094,1,1,1,1,2,3,2,1,-1,3,1,2,10,840,2,28,5,5,840010,1,1
"74095",74095,1,1,-1,2,2,2,3,1,2,2,1,1,9,840,1,18,5,2,840010,2,6
"74096",74096,1,1,1,1,2,1,4,2,1,1,1,2,8,840,2,83,5,4,840010,2,5
"74097",74097,1,1,-1,2,2,2,2,1,1,2,1,1,8,840,2,82,5,4,840010,2,5
"74098",74098,3,1,1,2,2,2,7,3,1,3,2,3,3,840,2,43,6,5,840008,99,1
"74099",74099,2,1,1,-1,2,1,2,1,1,3,1,1,7,840,1,57,7,1,840010,1,1
"74100",74100,1,1,1,1,2,3,1,1,2,2,1,1,10,840,1,62,3,4,840010,1,1
"74101",74101,1,1,1,1,2,1,3,1,1,3,1,2,8,840,2,55,5,1,840010,2,1
"74102",74102,1,1,1,1,2,2,2,1,1,1,1,1,10,840,1,65,3,4,840010,1,1
"74103",74103,1,1,1,1,2,1,1,1,1,1,1,1,9,840,2,73,5,4,840010,1,5
"74104",74104,2,1,1,1,1,9,4,2,-1,2,2,2,8,840,1,57,5,4,840010,80,1
"74105",74105,1,1,1,1,2,1,1,1,-1,3,1,1,10,840,2,63,5,1,840010,80,5
"74106",74106,2,1,1,1,2,5,6,2,1,4,1,1,10,840,1,42,5,1,840010,80,1
"74107",74107,1,1,1,1,2,3,4,2,-1,2,1,2,8,840,1,47,9,1,840007,2,1
"74108",74108,1,1,1,1,1,8,2,1,2,2,1,1,10,840,2,22,8,6,840010,2,6
"74109",74109,1,1,1,1,2,1,2,1,2,1,1,1,9,840,2,34,5,1,840010,1,1
"74110",74110,1,1,1,1,2,1,4,2,2,1,1,1,10,840,1,45,5,4,840010,1,3
"74111",74111,3,2,2,2,1,3,7,3,3,1,2,4,1,840,2,44,9,1,840010,96,1
"74112",74112,1,2,2,2,2,1,6,3,2,1,2,4,1,840,1,53,7,7,840010,2,3
"74113",74113,3,1,2,1,2,4,5,3,2,4,1,1,5,840,1,67,8,4,840010,96,1
"74114",74114,2,1,1,1,2,5,4,2,3,1,1,1,8,840,2,33,4,1,840010,1,6
"74115",74115,2,1,1,1,2,2,6,2,2,1,1,1,4,840,2,32,7,7,840010,3,1
"74116",74116,2,1,1,1,2,1,4,2,2,2,1,2,10,840,1,34,8,1,840004,96,3
"74117",74117,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,-1,9,3,840010,2,1
"74118",74118,2,1,1,1,2,3,6,3,1,1,2,3,3,840,1,28,9,1,840010,2,1
"74119",74119,4,-1,-1,-1,2,5,7,3,2,3,1,4,-1,840,1,39,9,1,840010,96,1
"74120",74120,3,1,2,2,2,2,4,2,3,2,2,3,4,840,2,23,9,1,840010,2,6
"74121",74121,2,1,1,1,2,1,7,3,2,1,1,3,9,840,1,35,9,-2,840010,96,1
"74122",74122,2,1,1,1,2,1,4,2,3,3,1,2,7,840,2,40,9,7,840011,2,1
"74123",74123,2,1,1,1,2,3,2,1,1,2,1,2,7,840,2,64,5,5,840010,1,1
"74124",74124,1,1,1,1,2,1,2,1,1,2,1,2,8,840,2,37,9,1,840010,1,1
"74125",74125,1,1,1,1,2,1,4,1,1,3,1,1,10,840,1,43,6,1,840010,1,1
"74126",74126,1,1,1,1,2,1,3,1,2,2,1,2,7,840,1,55,9,1,840010,80,1
"74127",74127,2,2,1,1,2,1,7,1,2,2,2,3,5,840,1,46,9,1,840010,96,1
"74128",74128,1,1,1,1,2,1,2,1,2,1,1,1,10,840,2,67,7,4,-2,1,1
"74129",74129,1,1,1,1,2,1,1,1,-1,1,1,1,10,840,2,67,8,4,-2,1,3
"74130",74130,-1,1,1,1,2,1,7,2,2,1,2,1,8,840,1,73,8,4,840011,96,1
"74131",74131,1,1,1,1,1,1,1,1,2,2,1,1,10,840,1,36,6,1,840010,80,1
"74132",74132,4,1,2,1,2,1,1,1,1,-1,-1,1,10,840,1,-1,5,1,840011,80,3
"74133",74133,3,1,-1,1,2,1,6,2,2,2,1,2,8,840,1,19,6,1,840011,2,6
"74134",74134,2,1,1,1,2,2,2,1,1,2,1,1,7,840,1,22,4,1,840004,1,1
"74135",74135,2,1,1,1,2,1,3,1,1,2,1,1,10,840,2,32,8,3,840010,99,1
"74136",74136,2,1,1,1,2,1,3,1,2,2,1,2,10,840,1,27,4,1,840010,1,1
"74137",74137,1,1,1,1,2,1,7,3,2,1,1,3,10,840,1,55,4,1,840010,96,1
"74138",74138,1,1,1,1,2,1,5,2,3,1,1,1,8,840,2,82,5,4,840010,2,1
"74139",74139,3,1,1,1,-1,2,7,3,3,1,1,2,10,840,1,30,8,1,840010,96,6
"74140",74140,1,1,1,1,2,1,2,1,1,3,1,1,10,840,2,76,5,4,840010,2,5
"74141",74141,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,71,9,4,840010,2,5
"74142",74142,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,63,5,4,840010,2,1
"74143",74143,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,66,9,2,840010,2,1
"74144",74144,2,1,-1,-1,1,1,6,3,3,2,2,4,7,840,1,30,9,3,840010,96,6
"74145",74145,2,1,1,1,2,1,2,3,2,1,1,4,8,840,2,30,5,1,840010,99,1
"74146",74146,1,1,1,1,2,1,2,1,-1,1,1,1,10,840,1,81,9,4,840010,1,5
"74147",74147,3,1,1,1,2,1,7,3,1,2,1,3,9,840,2,61,4,1,840010,96,1
"74148",74148,1,-1,-1,-1,2,1,-1,1,-1,-1,-1,1,-1,840,2,65,8,5,-2,99,1
"74149",74149,3,1,-1,-1,2,1,6,3,1,2,1,2,8,840,1,39,9,7,840010,2,2
"74150",74150,2,1,1,1,2,1,6,2,1,2,1,2,7,840,1,62,9,2,840010,2,1
"74151",74151,2,1,1,1,2,1,3,2,2,1,2,2,10,840,2,38,5,2,840010,80,1
