"","X","pubbel1","pubbel2","pubbel3","pubbel4","pribel1","pribel2","pribel3","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","country","sex","age","educ","wrkstat","ethnic","denom","marital"
"56120",56120,1,1,5,1,1,1,1,2,2,2,1,1,1,1,1,10,840,2,35,9,5,840002,62,1
"56121",56121,2,1,2,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,56,8,2,840002,64,1
"56122",56122,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,40,5,3,840002,62,4
"56123",56123,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,5,1,840002,62,1
"56124",56124,1,4,2,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,55,9,4,840002,62,1
"56125",56125,2,3,3,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,56,9,4,840002,64,1
"56126",56126,1,3,3,3,1,1,1,2,1,2,1,1,2,1,1,10,840,2,18,9,2,840003,62,6
"56127",56127,1,4,4,4,1,1,1,-1,1,2,1,1,1,1,1,10,840,2,74,6,4,840002,62,5
"56128",56128,1,2,3,2,1,1,1,2,1,2,1,1,2,1,1,2,840,2,31,9,1,840002,62,1
"56129",56129,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,10,840,2,59,8,2,840005,62,1
"56130",56130,1,3,3,3,1,1,1,2,1,4,1,1,1,1,1,10,840,2,57,3,5,840002,64,1
"56131",56131,3,3,4,2,1,1,1,2,1,2,1,1,3,2,2,5,840,2,35,8,5,840002,53,1
"56132",56132,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,840,2,47,9,2,840002,62,1
"56133",56133,3,1,1,1,1,1,1,2,1,6,1,1,2,2,2,10,840,2,49,9,1,840002,62,1
"56134",56134,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,36,6,1,840002,64,1
"56135",56135,1,3,3,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,28,5,2,840002,62,2
"56136",56136,1,1,5,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,32,5,7,840002,53,1
"56137",56137,3,3,1,4,1,1,2,2,2,7,2,2,2,2,3,4,840,1,19,7,7,840002,0,6
"56138",56138,3,4,2,4,1,1,1,2,8,7,2,1,1,1,3,5,840,2,30,8,3,840003,0,6
"56139",56139,2,2,2,3,1,1,1,2,3,2,1,1,2,1,2,9,840,2,49,9,1,840002,62,3
"56140",56140,2,4,2,4,1,1,2,1,1,4,2,1,1,2,3,8,840,2,20,7,2,840003,0,6
"56141",56141,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,18,4,1,840003,62,2
"56142",56142,1,1,1,1,1,1,1,2,1,6,2,1,1,1,1,10,840,2,26,6,2,840005,64,6
"56143",56143,2,4,2,3,1,1,1,2,1,6,2,1,1,1,2,10,840,1,41,9,3,840002,64,6
"56144",56144,2,1,-1,-1,1,1,1,-1,5,4,2,1,2,-1,1,10,840,2,39,8,1,840002,-2,6
"56145",56145,2,4,2,3,1,1,1,2,3,7,2,1,2,1,1,10,840,2,37,8,1,840002,0,6
"56146",56146,4,3,1,3,1,1,1,1,1,7,2,1,1,1,4,10,840,2,31,9,1,840002,-2,6
"56147",56147,1,1,2,1,1,1,1,2,1,2,1,1,-1,1,1,10,840,2,40,9,1,840005,64,6
"56148",56148,3,5,2,4,-1,-1,1,2,1,2,1,1,1,2,3,2,840,2,27,8,5,840005,64,1
"56149",56149,2,2,3,1,1,1,1,2,1,2,1,1,3,3,3,10,840,2,18,5,2,840005,64,6
"56150",56150,1,3,3,3,1,1,1,2,1,3,1,1,2,1,2,10,840,1,45,7,1,840002,62,1
"56151",56151,3,4,2,4,1,2,2,2,3,4,1,2,1,2,3,5,840,1,19,5,7,840005,53,6
"56152",56152,2,2,3,2,1,1,1,2,1,4,2,1,3,1,1,10,840,2,36,8,1,840005,64,1
"56153",56153,2,2,2,2,1,1,1,2,1,1,1,1,3,1,1,9,840,1,18,3,3,840005,53,6
"56154",56154,4,4,2,4,1,1,1,2,1,7,2,1,1,2,3,8,840,1,18,3,7,840002,0,6
"56155",56155,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,10,840,2,41,5,7,840005,53,3
"56156",56156,1,4,4,4,1,1,1,2,1,5,2,2,1,2,2,6,840,2,18,2,2,840005,0,6
"56157",56157,1,2,5,1,1,1,1,2,5,3,2,1,1,1,1,10,840,2,32,3,1,840003,53,1
"56158",56158,1,2,2,3,1,1,1,1,3,2,1,1,2,1,1,9,840,2,54,5,1,840005,64,1
"56159",56159,3,1,5,1,1,1,1,2,1,1,2,1,1,1,1,10,840,2,49,2,1,840005,53,3
"56160",56160,1,4,2,4,1,1,1,1,1,6,2,1,1,1,1,10,840,2,19,4,2,840005,64,6
"56161",56161,1,2,2,2,1,1,1,2,1,3,1,1,1,1,1,10,840,1,77,8,4,840002,62,1
"56162",56162,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,20,4,6,840002,62,2
"56163",56163,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,23,9,7,840002,62,6
"56164",56164,2,4,2,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,48,9,1,840002,53,1
"56165",56165,2,2,3,3,1,1,1,2,3,6,2,1,2,1,2,10,840,2,39,5,2,840002,62,1
"56166",56166,2,3,3,2,1,1,1,2,1,2,1,1,1,1,2,10,840,1,28,6,1,840002,64,3
"56167",56167,2,3,4,1,1,1,1,2,3,1,1,1,1,1,1,10,840,1,51,8,1,840002,62,1
"56168",56168,1,4,2,4,1,1,1,2,1,3,2,1,1,1,2,10,840,2,49,5,1,840003,62,4
"56169",56169,1,2,5,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,24,6,1,840002,62,6
"56170",56170,1,2,4,3,1,1,1,2,1,2,1,1,1,1,2,10,840,2,30,6,1,840005,62,1
"56171",56171,1,3,4,3,1,1,1,2,1,2,1,1,2,1,1,10,840,2,66,5,4,840002,64,5
"56172",56172,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,10,840,2,30,5,1,840002,53,1
"56173",56173,1,-1,-1,-1,1,1,1,-1,-1,6,1,1,1,1,1,10,840,1,22,5,2,840003,-2,6
"56174",56174,3,4,-1,-1,1,1,1,2,1,3,2,2,1,2,1,10,840,1,21,3,1,840005,0,4
"56175",56175,2,2,4,2,1,1,1,2,7,3,1,1,2,1,1,10,840,1,23,8,1,840002,64,2
"56176",56176,2,2,2,2,1,1,1,2,1,5,2,-1,2,1,3,10,840,2,25,8,1,840003,-2,1
"56177",56177,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,65,8,4,840002,62,1
"56178",56178,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,21,4,1,840003,53,6
"56179",56179,1,3,3,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,56,9,1,840002,53,3
"56180",56180,2,1,4,1,1,1,1,2,1,3,1,1,1,1,1,10,840,2,35,8,1,840003,62,6
"56181",56181,2,4,2,4,2,1,1,2,1,7,2,1,1,2,3,1,840,2,33,3,3,840002,0,6
"56182",56182,1,1,3,1,1,1,1,2,6,2,1,1,1,1,1,10,840,2,28,8,1,840002,53,1
"56183",56183,2,3,3,3,1,1,1,1,4,3,1,2,2,1,1,7,840,2,19,6,6,840003,-2,2
"56184",56184,3,-1,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,38,7,2,840003,0,6
"56185",56185,1,2,4,2,1,1,1,2,2,2,1,1,3,1,2,8,840,1,18,8,2,840002,64,6
"56186",56186,2,4,2,4,1,1,1,2,5,5,2,1,1,1,2,9,840,2,27,8,2,840005,0,6
"56187",56187,3,4,3,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,31,7,2,840002,64,1
"56188",56188,1,4,2,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,36,7,5,840002,64,1
"56189",56189,3,4,2,3,1,1,1,2,1,6,2,1,1,1,3,10,840,1,43,7,7,840002,0,6
"56190",56190,4,3,2,3,1,1,-1,2,1,7,2,1,1,1,2,9,840,1,22,7,1,840002,0,2
"56191",56191,1,1,2,1,1,1,1,2,1,3,1,1,1,1,2,10,840,2,36,8,1,840002,64,1
"56192",56192,1,3,2,3,1,1,1,2,2,2,2,1,1,1,1,9,840,2,40,7,1,840002,0,1
"56193",56193,2,4,4,3,1,1,1,2,1,3,1,1,2,1,2,8,840,1,48,8,1,840002,62,1
"56194",56194,1,2,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,49,7,2,840002,53,1
"56195",56195,1,3,3,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,3,8,840002,0,6
"56196",56196,3,1,4,2,1,1,1,2,1,7,2,1,1,1,1,10,840,2,37,9,5,840002,64,1
"56197",56197,4,2,2,5,-1,-1,-1,1,8,7,2,2,2,2,4,1,840,1,25,9,2,840002,-2,2
"56198",56198,2,2,3,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,24,8,1,840005,64,6
"56199",56199,2,2,3,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,21,5,7,840005,64,6
"56200",56200,2,-1,-1,-1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,36,7,2,840005,64,1
"56201",56201,2,2,3,2,1,1,1,2,1,7,2,1,2,1,1,10,840,2,72,7,4,840005,0,1
"56202",56202,2,2,3,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,45,9,3,840005,64,1
"56203",56203,1,3,2,2,1,1,1,2,1,4,1,1,1,1,1,10,840,2,30,8,7,840002,64,1
"56204",56204,1,3,3,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,22,6,3,840005,64,6
"56205",56205,1,2,2,3,1,1,1,2,1,2,1,1,2,1,1,10,840,2,70,8,2,840002,62,3
"56206",56206,3,4,1,4,1,1,1,2,2,7,2,1,1,1,2,7,840,1,40,5,1,840002,-2,2
"56207",56207,2,2,5,1,1,1,1,2,1,2,1,1,2,1,1,10,840,2,60,3,1,840002,53,1
"56208",56208,3,4,1,4,2,1,2,2,1,7,2,2,2,2,3,3,840,1,48,5,1,840002,0,1
"56209",56209,1,3,5,3,1,2,2,2,1,5,2,2,3,3,2,1,840,1,19,4,1,840002,0,6
"56210",56210,2,2,2,2,1,1,1,2,1,3,1,1,3,1,1,8,840,1,60,6,1,840002,62,1
"56211",56211,1,2,1,4,1,1,1,2,1,2,1,1,1,1,1,10,840,2,44,7,1,840002,62,2
"56212",56212,2,2,3,2,1,1,1,2,1,4,1,1,1,1,1,10,840,2,45,6,3,840002,0,1
"56213",56213,1,4,3,3,1,1,1,2,1,3,1,1,2,1,1,9,840,1,36,5,1,840002,62,1
"56214",56214,2,3,3,2,1,1,1,2,3,2,1,1,1,1,1,10,840,2,38,6,1,840002,62,1
"56215",56215,1,2,3,2,1,1,1,2,4,1,1,1,1,1,1,10,840,1,49,7,1,840002,62,1
"56216",56216,2,4,2,4,1,1,1,1,1,3,2,1,2,1,1,9,840,2,19,5,1,840002,0,2
"56217",56217,1,3,3,2,1,1,1,2,2,1,1,1,1,1,1,10,840,2,75,5,4,840002,64,5
"56218",56218,1,1,5,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,9,2,840002,62,6
"56219",56219,2,3,3,3,1,1,1,2,3,3,2,1,1,1,2,9,840,2,27,6,1,840002,53,3
"56220",56220,1,3,5,1,1,1,1,1,5,1,1,1,1,1,1,9,840,2,19,3,2,840003,0,6
"56221",56221,1,1,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,9,1,840002,53,1
"56222",56222,2,1,4,2,1,1,1,2,5,1,1,1,1,1,1,10,840,1,30,5,1,840003,53,6
"56223",56223,1,3,4,3,1,1,1,2,1,1,1,1,1,1,1,10,840,2,18,5,1,840003,53,6
"56224",56224,2,1,1,3,1,1,1,2,1,2,1,1,1,1,1,10,840,1,61,9,1,840002,62,1
"56225",56225,1,1,3,2,1,1,1,2,1,2,2,1,1,1,1,10,840,2,24,8,1,840003,53,3
"56226",56226,1,2,4,1,1,1,1,-1,2,2,1,1,1,1,1,10,840,2,43,8,1,840002,53,1
"56227",56227,1,3,2,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,56,5,3,840002,62,1
"56228",56228,2,1,3,2,1,1,1,2,1,3,1,1,2,1,2,9,840,1,49,6,1,840002,62,1
"56229",56229,2,4,2,3,1,1,1,2,2,2,1,1,1,1,1,10,840,1,45,9,1,840002,53,2
"56230",56230,2,4,2,2,1,1,1,2,2,2,1,1,1,1,1,9,840,2,25,9,1,840002,62,6
"56231",56231,2,3,2,3,1,1,1,2,1,2,1,1,1,1,2,9,840,2,29,9,1,840002,53,3
"56232",56232,3,5,3,3,2,2,2,2,1,7,2,1,1,2,1,1,840,2,25,9,7,840002,0,2
"56233",56233,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,70,9,4,840002,62,1
"56234",56234,1,2,2,2,1,1,1,2,4,2,1,1,1,1,1,10,840,2,24,4,1,840002,0,4
"56235",56235,2,4,2,5,1,1,1,2,5,4,1,1,1,1,1,10,840,1,44,5,1,840002,62,1
"56236",56236,1,4,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,47,9,1,840002,64,1
"56237",56237,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,10,840,2,40,5,2,840003,62,6
"56238",56238,2,3,4,2,1,1,1,2,1,1,1,1,2,1,1,10,840,1,45,6,1,840002,62,3
"56239",56239,3,3,2,2,1,1,2,2,1,5,2,1,1,1,3,9,840,1,75,5,4,840002,62,6
"56240",56240,3,4,2,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,56,5,7,840002,62,1
"56241",56241,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,20,4,5,840002,62,1
"56242",56242,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,52,9,1,840002,62,3
"56243",56243,3,2,2,2,1,1,1,2,1,1,1,1,2,1,1,10,840,2,54,4,5,840002,62,1
"56244",56244,3,5,1,4,1,1,1,2,2,7,2,1,1,1,3,7,840,2,38,8,1,840002,0,6
"56245",56245,2,4,2,2,1,1,1,2,1,2,1,1,2,1,1,9,840,2,45,9,1,840002,64,3
"56246",56246,2,4,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,47,4,1,840002,64,1
"56247",56247,2,3,3,3,1,1,1,2,2,2,1,1,1,1,1,10,840,2,72,9,3,840002,64,1
"56248",56248,3,1,1,2,1,1,1,2,2,2,2,1,3,1,2,4,840,1,49,6,4,840002,62,1
"56249",56249,3,3,2,2,1,1,1,-1,1,7,2,2,2,1,3,6,840,1,81,9,4,840002,0,5
"56250",56250,3,4,2,4,1,1,1,2,1,4,2,1,1,1,1,9,840,2,37,9,5,840002,64,1
"56251",56251,2,4,4,2,1,1,1,2,2,3,1,1,3,1,1,7,840,1,52,9,1,840002,53,3
"56252",56252,2,2,4,2,1,1,1,2,3,2,1,1,2,1,1,9,840,2,68,6,4,840002,62,1
"56253",56253,3,4,2,4,1,1,1,1,3,6,2,1,1,2,3,8,840,2,48,9,1,840002,-2,3
"56254",56254,4,5,1,5,1,1,1,1,4,7,2,1,1,1,2,10,840,2,26,9,6,840002,53,6
"56255",56255,1,4,4,2,1,1,1,2,3,2,1,1,1,1,1,10,840,1,59,8,3,840002,62,2
"56256",56256,2,4,4,2,1,1,1,2,1,3,1,1,1,1,2,7,840,2,35,9,1,840002,64,2
"56257",56257,2,3,2,4,1,1,1,1,1,4,2,1,1,1,2,10,840,2,20,3,2,840005,53,6
"56258",56258,2,3,3,3,1,1,1,2,1,2,2,1,1,1,1,10,840,2,72,8,4,840003,53,5
"56259",56259,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,54,3,2,840003,62,3
"56260",56260,1,3,2,3,1,1,1,2,1,3,1,1,1,1,1,10,840,1,18,7,6,840003,53,6
"56261",56261,2,1,3,2,1,1,1,2,1,2,1,1,1,1,1,1,840,2,57,4,7,840002,62,3
"56262",56262,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,9,840,1,49,6,1,840002,0,2
"56263",56263,2,2,4,2,1,1,1,1,5,3,1,1,2,1,1,10,840,1,22,6,2,840005,-2,6
"56264",56264,2,4,3,3,1,1,1,2,1,6,2,1,1,1,1,9,840,1,60,3,4,840002,53,5
"56265",56265,2,4,4,2,1,1,1,2,1,3,1,1,1,1,2,9,840,1,45,9,1,840002,-2,1
"56266",56266,2,5,4,2,1,1,1,2,1,2,1,1,1,1,1,9,840,1,24,9,2,840005,53,1
"56267",56267,2,3,4,2,1,1,1,2,1,2,2,1,2,1,1,10,840,1,47,8,4,840003,53,3
"56268",56268,2,4,3,2,1,1,1,2,1,5,1,1,1,1,1,7,840,2,32,6,5,840002,53,2
"56269",56269,1,3,3,3,1,1,1,2,1,3,2,1,1,1,2,10,840,2,42,9,6,840009,49,1
"56270",56270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,840,1,67,4,4,840005,64,1
"56271",56271,2,4,4,2,1,1,1,2,1,2,1,1,2,1,2,9,840,2,69,7,4,840002,62,3
"56272",56272,2,3,2,4,1,1,1,2,1,2,1,1,1,1,1,10,840,2,32,9,1,840002,62,6
"56273",56273,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,10,840,1,74,2,8,840003,62,3
"56274",56274,1,1,5,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,68,3,4,840002,53,5
"56275",56275,3,2,2,3,1,1,1,2,1,1,1,1,2,1,1,10,840,2,21,3,7,840004,53,6
"56276",56276,2,1,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,37,9,1,840005,62,1
"56277",56277,3,4,3,3,1,1,-1,1,10,4,1,1,1,1,1,8,840,2,50,5,1,840002,64,3
"56278",56278,3,5,1,2,1,1,2,1,1,7,2,1,1,1,2,4,840,1,25,7,1,840002,0,2
"56279",56279,2,2,4,3,1,1,1,2,1,3,1,1,4,1,2,9,840,1,86,9,4,840002,53,1
"56280",56280,2,1,2,1,1,1,1,2,3,3,1,1,2,1,2,9,840,2,43,5,1,840002,53,4
"56281",56281,4,4,2,3,1,1,1,2,1,5,2,1,1,1,4,6,840,1,18,3,2,840002,0,6
"56282",56282,2,3,3,2,1,1,1,2,1,4,1,1,2,1,2,7,840,1,35,3,5,840002,62,1
"56283",56283,3,2,2,4,1,1,1,2,2,2,1,1,1,1,1,10,840,1,27,3,1,840003,0,1
"56284",56284,2,3,2,3,1,1,1,2,1,4,2,1,1,2,2,5,840,2,48,5,7,840002,0,1
"56285",56285,3,3,3,2,1,1,1,2,3,5,2,1,1,1,2,9,840,2,18,4,6,840003,52,6
"56286",56286,3,4,2,4,1,1,1,2,1,7,2,1,2,1,3,6,840,2,23,3,1,840002,0,1
"56287",56287,1,3,3,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,67,8,4,840002,53,1
"56288",56288,1,2,3,3,1,1,1,2,4,4,2,1,1,1,1,10,840,1,32,3,1,840005,64,1
"56289",56289,2,3,2,3,1,1,1,1,2,3,2,1,1,1,3,10,840,1,31,3,1,840002,64,2
"56290",56290,1,3,3,3,1,1,1,2,1,6,2,1,1,2,1,8,840,2,29,4,1,840005,53,1
"56291",56291,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,10,840,1,40,9,1,840002,53,3
"56292",56292,4,4,1,4,1,1,1,2,6,7,2,2,1,2,2,5,840,2,47,3,7,840002,0,1
"56293",56293,3,3,4,2,1,1,2,1,1,7,2,1,1,2,4,6,840,2,38,3,1,840002,0,3
"56294",56294,3,3,2,3,1,1,1,2,2,7,2,1,1,-1,3,7,840,2,19,4,6,840005,64,1
"56295",56295,4,3,1,3,-1,1,-1,2,1,7,2,1,3,2,4,1,840,2,21,4,7,840005,0,2
"56296",56296,2,4,2,4,1,1,1,2,2,2,1,1,1,1,1,10,840,2,21,7,6,840004,64,6
"56297",56297,1,1,1,3,1,1,1,2,5,6,2,1,1,1,1,10,840,1,43,9,3,840003,53,6
"56298",56298,2,4,4,4,1,1,1,2,5,3,2,1,1,1,1,10,840,2,25,6,6,840005,0,6
"56299",56299,3,4,1,1,1,1,1,2,5,3,2,1,2,2,1,10,840,1,44,3,1,840005,64,1
"56300",56300,3,2,3,3,1,1,1,2,2,5,2,2,1,2,1,6,840,1,18,3,1,840002,0,6
"56301",56301,3,4,1,4,1,1,1,2,6,7,2,2,2,2,3,2,840,1,44,8,1,840002,0,6
"56302",56302,1,3,2,3,1,1,1,2,2,3,2,1,1,1,2,10,840,1,30,7,1,840008,64,6
"56303",56303,2,3,3,4,1,1,1,1,2,7,2,2,1,2,2,6,840,1,40,5,1,840002,0,3
"56304",56304,3,4,2,4,1,1,2,2,2,7,2,1,3,2,3,3,840,1,32,9,1,840008,0,6
"56305",56305,2,2,3,3,1,2,1,2,2,1,2,1,1,1,4,10,840,2,64,8,4,840002,62,5
"56306",56306,4,3,2,2,-1,1,1,2,2,4,2,2,1,2,4,3,840,1,22,6,7,840005,0,6
"56307",56307,3,3,1,3,1,1,1,2,1,5,2,1,2,2,2,9,840,2,22,9,7,840002,0,2
"56308",56308,3,5,2,5,1,1,2,1,1,4,1,1,1,1,2,7,840,1,22,8,2,840002,0,6
"56309",56309,1,1,5,1,1,1,1,2,1,1,1,1,2,1,1,10,840,1,76,2,4,840005,-2,1
"56310",56310,1,4,4,2,1,1,1,2,1,1,1,1,2,1,1,10,840,2,33,9,1,840002,62,1
"56311",56311,4,4,1,4,1,1,2,1,6,4,2,1,1,1,1,7,840,1,28,8,1,840003,53,6
"56312",56312,2,2,4,4,1,1,1,1,1,5,2,1,1,1,1,10,840,2,56,5,4,840003,62,3
"56313",56313,2,4,1,4,1,1,1,2,1,2,1,1,1,1,1,-1,840,2,56,8,2,840002,64,1
"56314",56314,3,1,3,1,1,1,-1,2,1,2,1,1,1,1,2,10,840,2,48,8,1,840003,53,4
"56315",56315,1,1,5,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,46,8,1,840002,64,6
"56316",56316,2,3,2,4,-1,-1,-1,2,1,4,2,1,1,-1,2,6,840,1,71,9,4,840002,64,3
"56317",56317,1,2,2,1,1,1,1,2,1,4,2,1,2,1,1,10,840,1,62,3,2,840002,64,1
"56318",56318,4,4,2,5,1,2,2,2,2,7,2,2,1,1,4,2,840,2,26,9,7,840002,-2,6
"56319",56319,2,3,4,3,1,1,1,2,4,2,1,1,2,1,2,10,840,1,39,9,1,840002,64,6
"56320",56320,4,4,2,4,1,1,1,2,3,2,2,1,1,2,3,6,840,1,61,9,1,840002,0,3
"56321",56321,3,4,1,4,1,1,-1,2,1,4,2,1,2,2,3,5,840,1,39,9,1,840002,-2,6
"56322",56322,2,4,2,3,-1,1,2,2,3,5,2,2,1,2,3,3,840,2,34,9,6,840003,64,1
"56323",56323,2,3,1,3,2,1,1,2,2,3,2,1,2,-1,3,5,840,2,69,7,4,840008,12,1
"56324",56324,3,4,2,3,1,1,1,2,5,4,2,1,2,1,3,10,840,2,25,9,1,840003,-2,6
"56325",56325,2,4,2,4,1,1,1,1,9,6,2,1,1,1,2,10,840,2,56,9,2,840004,64,1
"56326",56326,2,2,2,1,1,1,1,2,1,6,2,1,2,1,2,7,840,2,53,8,4,840003,53,1
"56327",56327,3,5,2,3,1,1,2,2,6,3,1,1,2,1,1,10,840,2,51,9,1,840002,64,1
"56328",56328,1,4,2,2,1,1,1,2,2,6,1,1,1,1,1,10,840,1,59,9,1,840004,31,1
"56329",56329,3,3,2,3,1,1,1,1,2,5,2,1,1,1,2,10,840,2,50,8,1,840002,64,2
"56330",56330,1,2,2,3,1,1,1,2,5,5,2,1,1,1,3,10,840,1,58,6,4,840002,53,2
"56331",56331,1,2,1,4,1,1,1,2,1,5,2,1,2,1,2,10,840,2,50,4,7,840002,0,4
"56332",56332,2,3,3,3,1,1,1,2,2,5,2,2,2,2,3,5,840,1,31,6,1,840002,42,1
"56333",56333,3,5,5,3,1,1,1,1,6,6,2,1,2,1,2,8,840,2,31,5,3,840002,64,6
"56334",56334,3,4,2,4,1,1,1,2,6,7,2,1,1,1,2,4,840,1,32,6,1,840003,0,4
"56335",56335,4,3,3,1,1,1,1,2,6,7,2,1,1,1,3,10,840,1,41,6,1,840002,62,1
"56336",56336,3,3,1,5,1,1,1,2,3,5,2,1,1,1,1,9,840,2,47,8,4,840002,62,1
"56337",56337,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,10,840,2,35,9,2,840002,-2,5
"56338",56338,1,2,1,3,1,1,1,2,1,6,2,1,2,1,1,9,840,1,51,5,7,840002,53,3
"56339",56339,3,1,1,5,1,1,1,2,1,-1,2,1,1,1,1,10,840,2,51,7,1,840002,0,1
"56340",56340,1,2,2,2,1,1,1,1,1,7,2,2,2,2,1,5,840,1,18,3,1,840003,0,6
"56341",56341,2,2,2,2,1,1,1,2,6,4,1,1,2,1,2,7,840,2,35,4,5,840002,64,1
"56342",56342,1,5,2,4,1,1,1,2,1,2,1,1,1,1,1,10,840,2,44,8,1,840003,53,1
"56343",56343,2,3,1,2,1,1,2,2,1,4,2,1,2,1,3,5,840,1,55,5,7,840002,0,1
"56344",56344,2,3,4,4,1,1,1,2,3,4,2,1,1,1,2,9,840,1,47,9,1,840002,64,1
"56345",56345,3,3,3,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,78,9,4,840002,62,6
"56346",56346,2,2,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,76,9,2,840002,64,5
"56347",56347,3,3,1,3,2,1,2,2,1,7,2,2,1,2,3,3,840,2,53,8,1,840002,0,3
"56348",56348,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,10,840,2,74,5,4,840003,62,5
"56349",56349,2,3,3,4,1,1,2,2,1,3,1,1,2,1,2,10,840,1,64,9,4,840002,62,5
"56350",56350,2,2,2,2,1,1,1,2,5,3,1,1,1,1,3,10,840,1,29,9,1,840003,62,2
"56351",56351,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,10,840,1,45,9,1,840002,62,3
"56352",56352,1,4,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,53,8,4,840002,64,6
"56353",56353,3,4,1,3,2,2,2,2,2,6,2,2,1,2,4,1,840,1,54,9,7,840002,0,1
"56354",56354,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,63,9,8,840002,64,3
"56355",56355,2,1,4,1,1,1,1,1,1,2,2,1,1,1,2,10,840,2,56,8,8,840002,64,3
"56356",56356,2,4,2,4,1,1,1,2,1,3,1,1,1,1,1,9,840,1,74,9,4,840002,42,1
"56357",56357,2,3,2,4,1,1,1,2,1,5,2,1,3,1,2,9,840,2,62,8,4,840002,62,1
"56358",56358,2,4,3,4,1,1,1,2,1,3,1,1,1,1,2,7,840,1,40,3,1,840002,64,2
"56359",56359,1,4,2,3,1,1,1,2,1,6,2,1,1,1,2,10,840,2,28,3,1,840003,62,6
"56360",56360,2,5,2,2,1,1,1,2,1,3,1,2,2,1,1,8,840,1,78,9,4,840002,42,5
"56361",56361,3,4,2,2,1,1,1,1,1,5,2,1,1,2,1,7,840,1,35,3,1,840003,0,1
"56362",56362,1,1,3,2,1,1,1,1,1,2,2,1,1,1,2,10,840,1,23,9,1,840002,64,6
"56363",56363,3,4,1,3,1,1,1,2,1,7,2,1,2,1,3,7,840,1,27,9,1,840002,0,6
"56364",56364,3,5,1,4,1,1,1,1,1,6,2,1,1,1,3,10,840,1,43,9,1,840002,0,2
"56365",56365,2,1,2,2,1,1,1,2,1,2,2,1,1,1,2,10,840,2,34,8,1,840005,53,4
"56366",56366,1,1,5,1,1,1,1,2,5,2,1,1,1,1,1,10,840,2,37,8,1,840004,53,1
