"","X","pubbel1","pubbel2","pubbel3","pubbel4","pribel1","pribel2","pribel3","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","country","sex","age","educ","wrkstat","ethnic","denom","marital"
"56614",56614,3,4,2,3,1,1,1,2,2,7,2,1,3,1,3,9,840,1,38,7,1,840002,0,1
"56615",56615,2,3,2,2,1,1,1,2,1,2,1,1,2,1,2,10,840,1,38,8,1,840002,62,1
"56616",56616,3,5,1,5,2,1,2,2,2,7,2,2,1,3,4,5,840,1,23,8,1,840002,0,2
"56617",56617,3,3,1,3,1,1,-1,2,1,7,2,1,1,1,2,10,840,2,47,3,5,840002,0,1
"56618",56618,1,4,4,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,40,9,1,840002,62,6
"56619",56619,3,5,1,5,2,2,2,2,2,7,2,1,2,3,4,1,840,2,27,9,1,840002,0,1
"56620",56620,3,5,1,4,2,1,2,2,4,7,2,2,4,2,3,1,840,1,21,3,1,840002,0,6
"56621",56621,1,4,2,3,1,1,1,2,1,7,2,2,2,2,3,5,840,1,20,7,6,840007,0,6
"56622",56622,1,1,5,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,40,3,2,840002,62,1
"56623",56623,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,44,2,5,840003,62,1
"56624",56624,3,5,1,4,1,1,2,2,1,2,2,1,1,1,2,9,840,1,30,9,1,840002,53,1
"56625",56625,1,3,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,19,8,7,840002,64,6
"56626",56626,2,4,2,4,1,1,-1,2,1,4,2,1,3,1,3,9,840,2,75,6,4,840002,0,5
"56627",56627,2,5,2,5,1,2,2,2,1,5,2,1,1,2,3,2,840,1,30,6,1,840002,0,6
"56628",56628,1,4,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,60,5,5,840002,64,1
"56629",56629,1,2,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,34,7,5,840002,64,1
"56630",56630,1,4,2,3,-1,1,-1,2,1,7,2,1,1,2,3,1,840,2,29,6,1,840002,-2,1
"56631",56631,1,2,4,2,1,1,1,2,1,2,1,1,3,1,1,10,840,2,32,6,5,840002,64,1
"56632",56632,1,1,1,4,1,1,2,1,1,5,2,1,1,2,2,10,840,1,27,9,1,840003,52,6
"56633",56633,2,4,2,4,1,1,1,2,6,3,2,1,1,1,2,8,840,1,63,9,2,840003,62,1
"56634",56634,1,5,1,5,1,1,1,2,1,5,2,2,1,1,2,10,840,1,23,8,1,840002,64,6
"56635",56635,1,3,2,3,1,1,1,2,2,2,1,2,3,1,2,9,840,1,34,9,1,840002,62,1
"56636",56636,3,1,2,2,1,1,1,-1,8,7,2,2,1,2,2,10,840,1,29,4,1,840003,0,6
"56637",56637,1,2,3,3,1,2,1,2,1,2,1,1,1,1,1,10,840,2,43,6,7,840002,53,3
"56638",56638,2,4,2,4,1,1,1,2,3,2,1,1,3,1,1,9,840,1,32,9,1,840002,62,1
"56639",56639,1,2,2,-1,1,1,1,2,1,7,1,1,1,1,2,10,840,2,23,5,5,840003,53,1
"56640",56640,2,3,2,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,53,9,1,840002,62,1
"56641",56641,2,4,3,3,1,1,1,2,1,4,2,1,2,1,2,10,840,2,62,7,1,840002,62,1
"56642",56642,1,1,2,2,1,1,1,2,2,4,2,1,1,1,2,10,840,2,38,7,2,840002,0,1
"56643",56643,2,4,4,3,1,1,1,2,1,2,1,1,3,1,1,10,840,2,45,9,1,840002,64,1
"56644",56644,3,4,4,4,1,1,1,2,2,2,1,1,1,1,1,9,840,1,51,9,1,840002,53,3
"56645",56645,1,3,3,3,1,1,1,2,1,2,1,1,2,2,1,10,840,1,32,7,1,840002,53,6
"56646",56646,1,4,2,2,1,1,1,2,1,2,2,1,1,1,1,10,840,1,62,4,4,840002,64,1
"56647",56647,2,3,2,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,24,7,2,840002,0,1
"56648",56648,1,3,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,73,5,4,840008,62,1
"56649",56649,1,4,2,3,1,1,1,2,1,5,2,1,2,1,2,7,840,1,41,8,1,840002,53,1
"56650",56650,1,4,3,1,1,1,1,2,1,4,2,1,3,1,2,10,840,1,18,4,1,840002,64,6
"56651",56651,1,2,3,2,1,1,1,2,1,1,1,1,2,1,1,10,840,2,39,8,5,840002,64,1
"56652",56652,2,4,3,3,1,1,1,2,1,2,1,2,2,1,2,6,840,1,55,9,4,840002,64,1
"56653",56653,2,3,3,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,29,7,2,840002,52,1
"56654",56654,2,3,2,3,1,1,1,2,1,4,2,2,2,2,2,5,840,1,41,5,1,840002,64,1
"56655",56655,3,3,2,3,1,2,1,2,1,2,1,1,1,1,1,10,840,2,39,5,1,840002,53,1
"56656",56656,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,74,9,4,840002,52,5
"56657",56657,1,2,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,64,7,2,840002,0,1
"56658",56658,2,3,3,3,1,1,1,2,3,2,2,1,1,2,1,9,840,2,63,5,4,840002,64,1
"56659",56659,1,4,4,5,1,1,1,2,5,3,1,1,2,2,2,8,840,1,77,4,4,840002,62,5
"56660",56660,1,3,3,2,1,1,1,1,5,1,1,1,1,1,1,10,840,1,27,9,1,840003,53,1
"56661",56661,2,3,4,2,1,1,1,2,1,1,1,1,4,1,1,10,840,2,72,9,4,840002,64,1
"56662",56662,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,60,3,4,840002,64,1
"56663",56663,2,4,2,4,1,1,1,2,1,1,1,1,3,1,1,10,840,2,61,6,2,840002,64,1
"56664",56664,3,3,2,3,1,1,1,2,1,2,1,1,2,1,2,10,840,2,36,8,1,840002,53,4
"56665",56665,1,1,2,1,1,1,1,2,1,3,2,1,1,1,1,10,840,2,54,3,5,840002,53,1
"56666",56666,2,-1,2,3,1,1,1,2,2,7,2,1,1,1,2,8,840,2,26,9,5,840002,0,1
"56667",56667,1,3,3,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,47,9,4,840002,62,1
"56668",56668,2,2,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,37,5,5,840002,53,1
"56669",56669,2,1,3,2,1,1,1,2,1,6,2,1,1,1,1,10,840,1,21,3,1,840002,-2,1
"56670",56670,2,2,4,2,1,1,1,2,2,1,1,1,2,1,1,10,840,1,39,6,1,840002,62,1
"56671",56671,2,1,4,1,1,1,1,2,2,1,1,1,1,1,1,10,840,2,44,8,2,840002,53,1
"56672",56672,3,4,1,4,1,1,1,2,2,4,2,2,2,2,4,2,840,1,21,9,1,840002,53,6
"56673",56673,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,36,9,1,840002,53,6
"56674",56674,3,4,2,3,2,1,2,2,2,7,2,2,3,2,3,4,840,1,19,2,1,840002,0,1
"56675",56675,3,5,4,3,1,1,1,2,3,6,2,1,2,1,3,7,840,1,41,5,1,840002,64,1
"56676",56676,1,1,5,1,1,1,1,2,1,2,2,1,1,1,1,10,840,1,29,8,6,840003,62,6
"56677",56677,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,55,9,5,840003,62,1
"56678",56678,2,4,4,2,1,1,1,2,1,4,2,1,2,1,3,8,840,2,25,8,1,840002,62,6
"56679",56679,2,4,2,2,1,1,1,2,1,1,1,1,2,1,1,10,840,2,65,9,4,840002,62,1
"56680",56680,2,3,3,3,1,1,1,2,1,1,1,1,1,1,1,10,840,2,40,8,7,840002,-2,2
"56681",56681,2,3,4,2,1,1,1,2,1,4,2,1,2,2,3,7,840,2,65,9,1,840002,62,5
"56682",56682,1,1,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,22,9,1,840002,0,6
"56683",56683,1,4,4,2,1,1,1,2,1,2,1,1,2,1,2,10,840,1,58,9,1,840002,62,4
"56684",56684,2,4,4,1,1,1,1,2,1,2,1,1,2,1,1,7,840,2,49,5,1,840002,0,6
"56685",56685,3,3,5,1,1,1,1,2,1,7,2,2,3,1,2,6,840,1,46,8,8,840002,0,1
"56686",56686,2,3,3,2,1,1,1,2,1,2,1,1,2,1,1,10,840,1,61,9,4,840002,64,1
"56687",56687,3,2,2,2,1,2,1,2,1,7,2,1,3,1,2,8,840,1,74,6,4,840002,0,1
"56688",56688,1,4,3,3,1,1,1,2,1,3,2,1,1,1,2,10,840,1,22,8,1,840005,64,6
"56689",56689,1,2,4,2,1,1,1,2,1,2,1,1,4,1,2,10,840,2,21,6,1,840005,62,2
"56690",56690,3,3,2,3,1,1,1,1,9,2,2,1,1,2,1,8,840,1,31,6,1,840003,62,3
"56691",56691,1,1,4,4,1,1,1,2,2,2,1,1,1,1,1,10,840,1,26,9,1,840003,62,6
"56692",56692,4,2,2,3,2,1,1,2,3,7,2,2,2,2,4,1,840,1,20,4,2,840005,0,6
"56693",56693,2,5,1,4,1,1,1,2,6,3,2,1,1,2,2,7,840,1,19,4,6,840005,0,6
"56694",56694,1,2,3,3,1,1,1,2,1,4,2,1,1,1,2,10,840,2,59,9,1,840002,53,1
"56695",56695,3,2,1,2,1,1,1,1,1,3,2,1,1,1,1,10,840,2,35,6,2,840005,64,6
"56696",56696,2,1,4,2,1,1,1,2,1,4,2,1,1,1,2,8,840,2,28,6,1,840002,0,1
"56697",56697,2,2,3,3,1,1,1,2,5,1,1,1,2,1,2,10,840,1,42,9,3,840005,-2,1
"56698",56698,3,2,2,2,1,2,1,2,1,1,1,1,1,2,1,10,840,2,43,6,7,840005,53,1
"56699",56699,1,1,4,2,1,1,1,2,4,2,2,1,1,1,2,10,840,2,36,6,7,840005,0,1
"56700",56700,1,3,4,2,1,1,1,2,10,3,2,1,1,1,1,10,840,2,66,5,2,840002,53,5
"56701",56701,2,3,3,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,70,3,2,840002,53,5
"56702",56702,1,2,4,1,1,1,1,2,2,2,1,1,1,1,1,10,840,1,18,6,6,840005,0,6
"56703",56703,1,1,1,1,1,1,1,2,6,1,1,1,2,1,1,10,840,1,70,6,4,840002,53,1
"56704",56704,2,1,2,4,1,1,1,2,3,3,2,1,4,1,1,10,840,1,38,5,1,840002,53,1
"56705",56705,3,1,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,72,6,2,840002,53,5
"56706",56706,3,3,3,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,51,7,8,840005,64,1
"56707",56707,2,1,5,1,1,1,1,2,1,3,1,1,1,1,1,10,840,2,20,6,6,840002,53,1
"56708",56708,3,1,5,3,1,1,2,2,5,7,2,1,1,1,3,10,840,2,42,7,1,840002,64,6
"56709",56709,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,10,840,1,74,6,4,840002,53,1
"56710",56710,2,1,3,3,1,1,1,1,1,7,1,1,1,1,1,10,840,1,44,6,1,840003,53,1
"56711",56711,1,1,5,1,1,1,1,2,1,3,1,1,1,1,1,10,840,2,42,6,5,840003,53,2
"56712",56712,2,5,1,5,1,1,1,2,1,6,2,2,1,2,3,6,840,1,43,9,1,840003,62,1
"56713",56713,3,4,2,2,1,1,1,2,1,4,1,1,2,1,2,8,840,1,57,9,3,840002,62,1
"56714",56714,1,1,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,41,8,5,840002,64,1
"56715",56715,1,2,5,1,1,1,1,2,3,1,1,1,1,1,1,10,840,1,53,9,1,840002,64,6
"56716",56716,1,4,4,3,1,1,1,2,4,2,1,1,1,1,1,10,840,2,42,9,3,840002,64,6
"56717",56717,3,5,1,5,2,1,2,2,1,7,2,2,3,2,4,1,840,1,41,8,1,840002,53,6
"56718",56718,3,4,3,3,1,1,-1,2,5,5,2,1,2,1,3,5,840,2,62,9,1,840002,0,6
"56719",56719,2,3,2,3,1,1,1,2,1,2,1,1,1,1,1,10,840,1,68,3,4,840002,64,1
"56720",56720,3,5,3,3,1,1,2,2,5,7,2,1,1,2,4,10,840,2,51,9,3,840002,0,1
"56721",56721,2,3,2,3,1,1,1,2,1,6,2,1,2,1,2,8,840,2,72,9,2,840002,31,1
"56722",56722,2,-1,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,46,9,5,840002,62,1
"56723",56723,1,1,1,1,1,1,1,2,1,4,2,1,1,1,2,8,840,1,60,9,1,840004,12,1
"56724",56724,2,2,4,2,1,1,1,2,3,3,1,1,2,1,1,10,840,1,58,5,4,840002,62,6
"56725",56725,1,4,3,3,1,1,1,2,2,3,1,1,1,1,2,10,840,1,48,6,1,840003,62,3
"56726",56726,1,3,2,2,1,1,1,2,3,1,1,1,1,1,1,10,840,1,61,9,1,840003,62,5
"56727",56727,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,10,840,2,57,9,1,840004,-2,1
"56728",56728,1,1,3,2,1,1,1,2,1,3,1,1,1,1,2,10,840,1,44,8,1,840003,53,1
"56729",56729,1,2,4,2,1,1,1,1,4,2,1,1,1,1,1,10,840,1,48,5,1,840003,62,2
"56730",56730,1,5,4,3,1,1,1,2,1,2,1,1,1,1,1,10,840,1,64,9,4,840002,64,1
"56731",56731,2,4,4,2,1,1,1,2,2,3,1,1,3,1,2,6,840,2,51,8,1,840002,-2,3
"56732",56732,1,1,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,41,9,1,840003,53,2
"56733",56733,1,2,4,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,46,9,1,840003,53,1
"56734",56734,2,3,3,3,1,1,1,2,6,5,2,1,2,1,3,10,840,2,30,3,1,840002,53,2
"56735",56735,1,2,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,58,8,5,840002,62,1
"56736",56736,3,1,1,1,1,1,1,1,5,7,2,1,1,1,1,10,840,1,31,2,7,840002,0,2
"56737",56737,4,4,4,5,1,1,2,2,1,7,2,1,1,1,4,10,840,2,28,9,1,840002,0,6
"56738",56738,3,4,3,3,1,1,2,2,1,5,2,1,2,1,2,8,840,2,61,8,4,840002,62,1
"56739",56739,2,3,4,2,1,1,1,2,1,3,1,1,1,1,1,10,840,2,54,8,1,840005,64,2
"56740",56740,1,5,2,4,1,1,1,2,1,3,2,1,3,1,3,6,840,1,38,9,1,840002,62,6
"56741",56741,2,5,3,5,1,1,1,2,1,2,1,1,2,1,1,8,840,2,19,8,2,840002,42,6
"56742",56742,2,2,3,2,1,1,1,2,1,2,1,1,2,1,1,10,840,1,60,9,1,840002,53,3
"56743",56743,2,2,2,3,1,1,1,2,1,7,2,1,3,1,3,10,840,2,51,6,1,840002,0,3
"56744",56744,1,3,5,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,59,9,1,840002,53,1
"56745",56745,2,5,1,5,1,1,1,2,1,1,1,1,1,1,1,10,840,1,75,9,2,840002,53,3
"56746",56746,1,4,2,3,1,1,1,2,1,5,2,1,2,1,3,7,840,2,38,9,1,840002,62,1
"56747",56747,2,4,4,3,1,1,2,2,1,3,1,1,1,1,1,10,840,2,64,9,2,840002,62,1
"56748",56748,1,4,4,4,1,1,1,2,3,2,1,1,3,2,1,10,840,1,44,4,1,840002,64,3
"56749",56749,1,4,2,3,1,1,1,2,1,7,2,2,1,1,1,3,840,1,71,6,4,840002,62,1
"56750",56750,2,3,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,37,9,1,840002,62,1
"56751",56751,3,4,2,4,2,1,2,1,1,7,2,1,1,2,4,1,840,1,20,2,2,840004,-2,6
"56752",56752,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,69,3,5,840002,62,1
"56753",56753,1,2,4,3,1,1,1,2,1,6,2,1,2,1,1,8,840,2,50,6,1,840003,-2,6
"56754",56754,2,2,2,2,1,1,1,2,1,2,1,1,3,1,1,10,840,2,29,9,1,840002,62,1
"56755",56755,3,4,2,4,1,1,1,2,1,3,1,1,1,1,1,10,840,2,40,9,1,840002,64,3
"56756",56756,2,2,2,3,1,1,1,2,1,3,2,1,1,1,1,1,840,1,56,6,1,840003,62,1
"56757",56757,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,51,6,1,840002,53,2
"56758",56758,3,4,3,5,1,1,1,2,1,7,2,1,3,1,3,5,840,1,40,9,1,840002,0,1
"56759",56759,4,3,2,3,1,1,1,1,5,7,2,1,2,1,2,5,840,1,48,6,3,840004,0,6
"56760",56760,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,10,840,1,60,4,2,840003,53,5
"56761",56761,1,4,4,2,1,1,1,2,1,7,2,1,1,1,1,10,840,2,51,3,8,840002,62,3
"56762",56762,1,2,3,3,1,1,1,2,8,2,1,1,2,1,1,9,840,1,18,5,7,840002,53,6
"56763",56763,2,3,4,2,1,1,1,2,1,6,1,1,1,1,1,10,840,2,60,7,4,840002,62,3
"56764",56764,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,74,2,4,840002,62,1
"56765",56765,1,3,2,4,1,1,1,2,3,2,1,1,1,1,1,10,840,1,42,5,3,840003,62,6
"56766",56766,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,46,8,8,840002,62,1
"56767",56767,3,4,2,5,1,1,1,2,2,7,2,1,3,2,3,8,840,1,39,8,1,840002,0,1
"56768",56768,1,1,1,3,1,1,1,2,1,7,2,1,1,1,1,10,840,2,41,4,2,840003,62,6
"56769",56769,1,4,4,2,1,1,1,2,1,3,2,1,1,1,1,10,840,1,20,8,1,840002,62,6
"56770",56770,1,3,2,2,1,1,1,2,1,1,1,1,2,1,1,10,840,2,29,5,1,840002,62,1
"56771",56771,2,2,4,3,1,1,1,2,3,2,1,1,2,1,2,10,840,1,23,9,1,840002,0,1
"56772",56772,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,38,8,5,840002,53,1
"56773",56773,1,4,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,84,9,2,840002,53,1
"56774",56774,3,1,2,2,1,1,1,2,5,5,2,1,1,1,4,9,840,2,35,3,1,840002,0,6
"56775",56775,1,2,3,2,1,1,1,2,1,3,2,1,2,1,2,10,840,1,33,7,8,840002,64,1
"56776",56776,1,2,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,1,73,8,3,840002,53,1
"56777",56777,1,3,3,2,1,1,1,2,1,5,2,1,1,1,2,9,840,2,35,6,1,840002,0,6
"56778",56778,1,2,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,19,8,2,840002,62,6
"56779",56779,1,2,2,2,1,1,1,2,1,6,2,1,4,1,2,10,840,2,40,6,1,840002,53,1
"56780",56780,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,65,3,2,840002,62,5
"56781",56781,2,4,4,4,1,1,1,2,2,3,1,1,2,1,2,9,840,1,22,8,1,840002,62,6
"56782",56782,1,4,4,2,1,1,1,2,1,1,1,1,2,1,1,10,840,1,38,5,1,840002,53,1
"56783",56783,1,4,2,4,-1,1,-1,1,2,6,2,1,1,1,1,6,840,1,29,2,1,840002,53,6
"56784",56784,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,41,8,1,840002,62,1
"56785",56785,1,4,3,3,1,1,1,2,1,1,1,1,1,1,1,10,840,2,52,8,3,840002,64,1
"56786",56786,1,3,2,3,1,1,1,1,1,3,1,1,1,1,2,9,840,2,46,4,1,840002,62,1
"56787",56787,1,4,2,3,1,1,1,1,1,3,1,1,2,1,2,9,840,2,49,5,2,840002,62,1
"56788",56788,2,4,2,4,1,1,-1,2,1,7,2,1,2,1,3,5,840,2,51,9,7,840002,0,3
"56789",56789,1,4,4,2,1,-1,-1,2,1,7,2,1,3,1,2,5,840,1,59,9,1,840002,62,1
"56790",56790,1,3,2,2,1,1,1,2,2,2,1,1,2,1,2,10,840,2,77,8,4,840002,62,5
"56791",56791,2,4,2,2,1,1,1,2,1,7,1,1,-1,1,1,9,840,1,70,9,4,840002,64,3
"56792",56792,2,4,5,3,1,1,1,2,1,6,2,1,1,1,2,8,840,1,35,9,1,840002,53,1
"56793",56793,2,3,2,3,1,1,1,1,1,3,1,1,1,1,1,6,840,2,61,5,2,840002,62,1
"56794",56794,2,4,3,4,1,1,1,2,1,7,2,2,3,2,2,9,840,1,23,5,1,840002,0,6
"56795",56795,1,2,4,2,1,1,1,2,1,7,2,1,1,1,2,10,840,2,66,3,4,840002,62,1
"56796",56796,2,4,2,3,1,1,1,2,1,1,1,1,1,1,1,10,840,2,32,9,8,840002,62,3
"56797",56797,1,3,2,2,1,1,1,2,3,3,1,1,1,1,1,8,840,1,43,8,1,840002,62,1
"56798",56798,2,2,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,35,6,5,840002,62,1
"56799",56799,2,3,2,3,1,1,1,2,2,4,1,1,4,1,2,9,840,1,47,8,1,840002,62,1
"56800",56800,3,4,2,5,1,2,2,2,4,5,1,1,1,2,4,8,840,1,74,8,4,840002,62,1
"56801",56801,1,4,-1,-1,2,2,2,2,8,6,2,2,4,2,1,1,840,2,27,7,1,840003,0,6
"56802",56802,2,4,3,4,1,1,1,2,2,3,1,1,2,1,2,7,840,2,31,9,1,840002,62,1
"56803",56803,2,4,1,3,1,1,1,2,4,7,2,1,2,1,2,10,840,1,29,5,6,840002,-2,1
"56804",56804,1,1,4,1,1,1,1,2,6,1,1,1,1,1,1,10,840,2,25,8,1,840003,53,1
"56805",56805,2,4,4,2,1,1,1,2,2,4,2,2,2,1,3,7,840,1,54,5,1,840002,0,5
"56806",56806,2,4,3,3,1,1,1,2,2,1,1,1,1,1,1,10,840,2,33,9,2,840002,62,1
"56807",56807,2,3,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,68,9,4,840002,62,1
"56808",56808,2,3,2,1,1,1,1,2,1,6,1,1,1,1,1,10,840,2,46,8,1,840002,62,6
"56809",56809,2,2,4,2,1,1,1,2,2,1,1,1,3,1,1,10,840,1,20,9,1,840002,62,6
"56810",56810,2,2,2,4,1,1,1,1,4,5,2,1,1,1,1,10,840,1,25,3,1,840003,62,6
"56811",56811,2,3,1,3,1,1,1,2,1,7,2,1,2,2,3,8,840,1,31,9,1,840002,0,6
"56812",56812,2,3,2,3,1,1,-1,2,2,3,1,1,2,1,2,7,840,1,74,2,4,840002,64,6
"56813",56813,2,1,-1,2,1,1,1,2,1,1,1,1,3,1,1,10,840,1,83,4,4,840002,62,1
"56814",56814,1,3,1,2,1,1,1,2,1,2,2,1,2,1,1,9,840,2,63,8,4,840002,62,1
"56815",56815,2,2,2,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,73,8,4,840002,64,1
"56816",56816,2,5,4,3,1,1,1,2,1,2,1,1,1,1,1,10,840,2,53,9,1,840002,64,1
"56817",56817,1,5,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,43,5,1,840002,62,3
"56818",56818,1,1,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,2,45,5,1,840002,62,1
"56819",56819,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,59,7,8,840002,62,3
"56820",56820,2,2,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,74,6,4,840002,62,1
"56821",56821,2,1,4,1,1,1,1,2,1,1,1,1,2,1,1,10,840,2,43,8,1,840002,53,3
"56822",56822,4,3,1,5,1,2,1,2,1,1,1,1,1,1,1,10,840,1,24,5,2,840002,53,1
"56823",56823,2,4,3,4,1,1,1,2,4,3,1,1,1,1,2,7,840,2,21,8,6,840002,53,6
"56824",56824,2,3,4,4,1,1,1,2,1,2,1,1,2,1,2,8,840,1,69,9,4,840002,62,1
"56825",56825,1,4,4,2,1,1,1,2,1,2,1,1,2,1,1,10,840,2,48,8,1,840002,53,1
"56826",56826,3,2,1,3,1,1,1,1,10,7,2,1,1,1,1,9,840,1,25,-1,1,840002,53,2
"56827",56827,2,1,4,2,1,1,1,2,1,3,1,1,1,1,1,10,840,2,38,3,7,840002,0,6
"56828",56828,1,2,4,2,1,1,1,2,1,2,1,1,1,1,1,10,840,2,35,9,1,840002,53,3
"56829",56829,1,2,4,1,1,1,1,2,1,2,1,1,1,1,1,10,840,1,23,9,7,840002,53,6
"56830",56830,1,3,5,1,1,1,1,2,1,1,1,1,1,1,1,10,840,1,42,9,1,840002,62,1
"56831",56831,2,2,4,2,1,1,1,2,2,5,2,1,2,1,2,5,840,1,44,5,1,840002,62,1
"56832",56832,1,4,2,2,1,1,1,2,1,1,1,1,1,1,1,10,840,2,65,5,2,840005,62,1
"56833",56833,1,3,2,3,1,1,1,2,10,5,2,1,1,1,1,10,840,1,25,4,1,840005,0,6
"56834",56834,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,10,840,1,34,8,1,840005,64,1
"56835",56835,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,10,840,2,25,8,7,840005,64,1
"56836",56836,2,3,3,3,1,1,1,1,1,4,2,1,1,2,2,5,840,1,20,5,1,840002,64,6
"56837",56837,1,2,4,4,1,1,1,1,1,5,2,1,1,1,1,10,840,2,37,5,5,840005,64,1
"56838",56838,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,10,840,2,38,5,5,840005,62,2
"56839",56839,3,4,2,4,1,1,1,1,1,6,2,1,1,1,2,5,840,1,23,5,1,840005,64,1
"56840",56840,2,1,2,1,1,1,1,2,1,7,1,1,2,1,1,10,840,2,40,6,1,840002,62,1
"56841",56841,1,2,1,1,1,1,1,2,6,3,2,1,2,1,1,10,840,1,26,8,1,840005,-2,1
"56842",56842,2,3,1,3,1,1,1,2,2,4,1,2,3,1,2,8,840,1,61,9,3,840005,62,1
"56843",56843,3,4,5,3,1,1,1,2,1,3,2,1,1,1,1,10,840,2,60,5,7,840002,53,1
